TARGET_PERIOD,FCT_SOURCE,10,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility
2014Q3,16,1.4,9,5,8,13,17,23,17,7,1,0,0,0,6.684491978609625,,,,,,
2014Q3,20,1.3,,,,10,25,35,25,5,,,,,3.8461538461538463,,,,,,
2014Q3,22,1.1,,,,10,20,50,20,,,,,,2.9411764705882355,,,,,,
2014Q3,23,1,,3,10,15,23,25,15,8,1,,,,5.624296962879639,,,,,,
2014Q3,24,1.1125763315,,,8,13.5,21,25,21,11.5,,,,,5.303632988597189,,,,,,
2014Q3,26,1.1,,,5,10,20,30,20,10,5,,,,5.128205128205129,,,,,,
2014Q3,30,.8,,,,,,,,,,,,,1,,,,,,
2014Q3,31,1.2,,,,,20,40,30,10,,,,,3.3333333333333335,,,,,,
2014Q3,37,1,,,,10,43,45,2,,,,,,2.5138260432378083,,,,,,
2014Q3,38,1.1,,,,,20,60,20,,,,,,2.272727272727273,,,,,,
2014Q3,39,1,,,,25,30,35,10,,,,,,3.508771929824561,,,,,,
2014Q3,42,1,,,,,35,55,10,,,,,,2.2988505747126435,,,,,,
2014Q3,47,.9,,,,,,,,,,,,,1,,,,,,
2014Q3,48,1.1,,,,,30,50,20,,,,,,2.6315789473684212,,,,,,
2014Q3,52,1.1,0,1,4,13,23,27,19,9,3,1,0,0,5.274261603375527,,,,,,
2014Q3,57,1.5,,,,,,,,,,,,,1,,,,,,
2014Q3,68,1.2,,,0,0,35,45,15,5,,,,,2.857142857142857,,,,,,
2014Q3,82,.9,,,,,,,,,,,,,1,,,,,,
2014Q3,85,1.1832902873,1.1206637381,2.6062893441,6.2425666275,11.7033135656,17.1748828275,19.7305549843,17.7440673325,12.4919274641,6.8841228849,2.969464499,1.0024746863,.329672046,7.1608620987863265,,,,,,
2014Q3,88,1.1,,,5,11,20,28,20,11,5,,,,5.330490405117271,,,,,,
2014Q3,89,1.0742463155,,2.5,5,15,20,25,17.5,10,5,,,,5.839416058394161,,,,,,
2014Q3,91,.9,0,0,0,15,45,37.5,2.5,0,0,0,0,0,2.7303754266211606,,,,,,
2014Q3,92,1.0398779471,4.8561451695,5.6663116939,9.3636034757,13.1446713343,15.6756692484,14.3572108183,13.9766039657,11.207642062,5.7362225081,3.5165503492,1.6020083261,.8973610489,8.790408504097709,,,,,,
2014Q3,94,1,.5,1.5,6,10,30,32,8,6,4,2,,,4.581901489117984,,,,,,
2014Q3,95,1.295,0,0,0,12,14,36,25,7,6,0,0,0,4.262574595055414,,,,,,
2014Q3,96,1.2,,3,10,15,25,37,10,,,,,,4.118616144975288,,,,,,
2014Q3,98,1,,,5,12.5,27.5,37.5,12.5,5,,,,,3.9603960396039604,,,,,,
2014Q3,99,1,,,,,,,,,,,,,1,,,,,,
2014Q3,101,1,,,,,20,70,10,,,,,,1.8518518518518519,,,,,,
2014Q3,102,.62,,,,35,50,15,,,,,,,2.5316455696202533,,,,,,
2014Q3,103,1.6,,,,5,15,25,30,20,5,,,,4.545454545454546,,,,,,
2014Q3,105,1.1,,,,5,25,50,20,,,,,,2.816901408450704,,,,,,
2014Q3,107,1.3987093575,.1631379011,.7981034885,3.1277429161,8.6303006675,16.7726110132,22.9648158521,22.1546639454,15.0591770773,7.211192945,2.4320049055,.5774405745,.1088087138,5.989814178010317,,,,,,
2014Q3,108,.768072,.52,4.14,10.99,17.45,23.47,20.49,14.01,7.52,1.41,,,,5.994513102267232,,,,,,
2014Q3,110,.4,8.6941290834,7.8755742532,14.7908912122,18.6394054512,18.6394054512,14.7908912122,9.313395583,4.6532000163,1.8445645497,.5800877551,.1447112145,.0337442179,7.235047382459618,,,,,,
2014Q3,112,1.8,,,,,10,20,40,20,10,,,,3.8461538461538463,,,,,,
2014Q3,113,.8,,5,20,20,25,15,10,5,,,,,5.555555555555555,,,,,,
""
TARGET_PERIOD,FCT_SOURCE,12,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,,,,,
2014Q4,1,1.6,,,,5,25,55,10,5,,,,,2.6315789473684212,,,,,,
2014Q4,2,1.1,,,,4,10,25,40,15,6,,,,3.8431975403535743,,,,,,
2014Q4,3,1,,,,,,,,,,,,,1,,,,,,
2014Q4,4,1.3,,,5,10,20,30,20,10,5,,,,5.128205128205129,,,,,,
2014Q4,5,1.1,1,3,5,10,20,30,25,5,1,,,,4.793863854266538,,,,,,
2014Q4,6,1.2,,,,5,20,60,15,,,,,,2.3529411764705883,,,,,,
2014Q4,14,.6,,,,,,,,,,,,,1,,,,,,
2014Q4,15,1.6,,,5,5,5,15,45,15,10,,,,3.7735849056603774,,,,,,
2014Q4,16,2,1,2,3,6,8,12,17,21,16,10,3,1,7.385524372230428,,,,,,
2014Q4,20,1.5,,,,,20,30,40,10,,,,,3.3333333333333335,,,,,,
2014Q4,22,1.4,,,,,10,45,40,5,,,,,2.6666666666666665,,,,,,
2014Q4,23,1.1,,1,5,10,25,30,18,10,1,,,,4.816955684007707,,,,,,
2014Q4,24,1.3,0,0,0,13.5,21,25,21,11.5,8,0,0,0,5.303632988597189,,,,,,
2014Q4,26,1.2,,,5,10,20,30,20,10,5,,,,5.128205128205129,,,,,,
2014Q4,30,1.3,,,,,,,,,,,,,1,,,,,,
2014Q4,31,.5,,,5,30,40,20,5,,,,,,3.389830508474576,,,,,,
2014Q4,37,1,,,,2,46,50,2,,,,,,2.162629757785467,,,,,,
2014Q4,38,1.3,,,,,20,60,20,,,,,,2.272727272727273,,,,,,
2014Q4,39,1.4,,,,,25,50,25,,,,,,2.6666666666666665,,,,,,
2014Q4,47,1.1,,,,,,,,,,,,,1,,,,,,
2014Q4,48,1.4,,,,,,,,,,,,,1,,,,,,
2014Q4,52,1.6,0,1,1,3,9,26,31,20,6,2,1,0,4.6082949308755765,,,,,,
2014Q4,56,1.5,,,,10,10,30,40,10,,,,,3.5714285714285716,,,,,,
2014Q4,57,1.4,,,,,,,,,,,,,1,,,,,,
2014Q4,59,1.4,,,,5,15,50,25,5,,,,,2.9411764705882355,,,,,,
2014Q4,63,1.3,,,,10,25,45,15,5,,,,,3.3333333333333335,,,,,,
2014Q4,68,1.6,,,,0,5,30,55,10,,,,,2.4691358024691357,,,,,,
2014Q4,80,1.14,0,.8888888889,2.2222222222,11.1111111111,23.5555555556,34.2222222222,18.6666666667,7.5555555556,1.7777777778,0,0,0,4.417153826014297,,,,,,
2014Q4,82,.9,,,,,,,,,,,,,1,,,,,,
2014Q4,85,1.3657345261,.6836631575,1.7828010616,4.6695669949,9.5728207,15.3614248691,19.2964503884,18.975379032,14.607290151,8.8023858474,4.1519759836,1.532825177,.5634166374,7.162083622911341,,,,,,
2014Q4,88,1.3,,,5,11,20,28,20,11,5,,,,5.330490405117271,,,,,,
2014Q4,89,1.2,,2.5,5,12.5,17.5,25,17.5,12.5,5,2.5,,,6.2015503875969,,,,,,
2014Q4,91,1.3,0,0,0,5,37.5,50,7.5,0,0,0,0,0,2.5078369905956115,,,,,,
2014Q4,92,1.5274619921,.2609774681,.9916235265,3.3176056443,8.2386257071,15.1888075984,18.5913728451,21.384471647,17.9027732491,8.3271749717,4.1157570808,1.3096177846,.3711924772,6.569391465378425,,,,,,
2014Q4,94,1,.5,1.5,6,10,30,32,8,6,4,2,,,4.581901489117984,,,,,,
2014Q4,95,1.195,0,0,0,11,20,36,25,8,0,0,0,0,3.990422984836392,,,,,,
2014Q4,96,1.4,,,,2.5,15,40,30,10,2.5,,,,3.5242290748898677,,,,,,
2014Q4,98,1.1,,,,12.5,30,45,12.5,,,,,,3.088803088803089,,,,,,
2014Q4,101,1.2,,,,,30,50,20,,,,,,2.6315789473684212,,,,,,
2014Q4,103,1.8,,,,5,10,25,30,20,10,,,,4.651162790697675,,,,,,
2014Q4,105,1.5,,,,5,15,30,40,10,,,,,3.508771929824561,,,,,,
2014Q4,107,1.3628325734,.2710647615,1.1030241827,3.7985689412,9.4656888652,17.0723610503,22.2904731281,21.0699790176,14.4185189275,7.1423275157,2.5605480449,.6641659397,.1432796256,6.236288614455972,,,,,,
2014Q4,110,1.3,1.0721613083,1.7990168636,5.2036843437,10.3302321528,16.0521665613,19.5256746443,18.5925186675,13.8588578389,8.0864386465,3.693160911,1.3201046023,.4659834597,7.1641373146901355,,,,,,
2014Q4,112,1.7,,,,,10,20,40,20,10,,,,3.8461538461538463,,,,,,
""
TARGET_PERIOD,FCT_SOURCE,12,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,,,,,
2015Q1,4,1.5,,,5,10,20,30,20,10,5,,,,5.128205128205129,,,,,,
2015Q1,6,1.2,,,,5,25,50,20,,,,,,2.816901408450704,,,,,,
2015Q1,7,1.6602280288,,,,,,,,,,,,,1,,,,,,
2015Q1,14,.8,,,,,,,,,,,,,1,,,,,,
2015Q1,15,1.6,,,5,5,5,15,45,15,10,,,,3.7735849056603774,,,,,,
2015Q1,16,1.5,1,2,3,8,12,16,21,18,8,7,3,1,7.320644216691068,,,,,,
2015Q1,20,1.2,,,,,30,40,20,10,,,,,3.3333333333333335,,,,,,
2015Q1,22,1.1,,,,5,30,45,15,5,,,,,3.125,,,,,,
2015Q1,23,1.1,,1,5,10,25,30,18,10,1,,,,4.816955684007707,,,,,,
2015Q1,24,1.3820659885,,,,11,21,25,21,13,9,,,,5.324813631522896,,,,,,
2015Q1,26,1.2,,,5,10,20,30,20,10,5,,,,5.128205128205129,,,,,,
2015Q1,29,1.2,,,,,30,50,20,,,,,,2.6315789473684212,,,,,,
2015Q1,36,1.3,,,,,20,50,30,,,,,,2.6315789473684212,,,,,,
2015Q1,37,1,,,,2,47,49,2,,,,,,2.1654395842356,,,,,,
2015Q1,38,1.1,,,,,20,60,20,,,,,,2.272727272727273,,,,,,
2015Q1,39,1.2,,,,5,20,50,20,5,,,,,2.985074626865672,,,,,,
2015Q1,47,1.1,,,,,,,,,,,,,1,,,,,,
2015Q1,48,1.6,,,,,,,,,,,,,1,,,,,,
2015Q1,52,1.7,0,0,1,1,5,24,40,24,3,1,1,0,3.584229390681003,,,,,,
2015Q1,57,1.5,,,,,,,,,,,,,1,,,,,,
2015Q1,59,1.6,,,,5,10,25,50,10,,,,,2.985074626865672,,,,,,
2015Q1,63,1.3,,,,5,20,40,35,,,,,,3.076923076923077,,,,,,
2015Q1,68,1.6,,,,0,3,30,55,12,,,,,2.4521824423737124,,,,,,
2015Q1,72,1.2,,,,,,,,,,,,,1,,,,,,
2015Q1,85,1.3968121362,.4291607587,1.3489081614,3.9779273312,8.9465607241,15.3475425031,20.0837711804,20.0491415414,15.2682852305,8.8696819237,3.9301457227,1.3281074358,.420767487,6.812358766720615,,,,,,
2015Q1,88,1.4,,,5,11,20,28,20,11,5,,,,5.330490405117271,,,,,,
2015Q1,89,1.4,,2.5,2.5,7.5,15,25,25,15,5,2.5,,,5.555555555555555,,,,,,
2015Q1,90,.9,,,,,,,,,,,,,1,,,,,,
2015Q1,91,1.3,0,0,0,5,35,40,17.5,2.5,0,0,0,0,3.1620553359683794,,,,,,
2015Q1,92,1.0963213644,.5751595587,2.1406910828,6.5997122251,14.2963846552,21.7662632939,21.1289679432,18.3205883938,10.6406674957,3.2591656105,1.0448890989,.1984241114,.0290865308,6.121143718173231,,,,,,
2015Q1,94,1,.5,1.5,6,10,30,32,8,6,3,2,1,,4.594532506317482,,,,,,
2015Q1,95,1.53,0,0,0,6,10,27,32,19,6,0,0,0,4.374453193350831,,,,,,
2015Q1,96,1.3,,,,5,15,40,25,10,5,,,,3.8461538461538463,,,,,,
2015Q1,98,1.5,,,,10,20,30,25,15,,,,,4.444444444444445,,,,,,
2015Q1,99,1.2,,,,,,,,,,,,,1,,,,,,
2015Q1,103,1.7,,,,5,10,30,35,15,5,,,,4.0,,,,,,
2015Q1,105,1.3,,,,5,15,50,30,0,,,,,2.73972602739726,,,,,,
2015Q1,108,1.6879658788,,,.46,5.66,12.09,18.52,23.79,19.44,12.9,6.39,.75,,5.976971922576697,,,,,,
2015Q1,110,.4,8.5165081225,7.8528981402,14.8481097437,18.7824839936,18.7824839935,14.8481097437,9.2788861593,4.5835730732,1.7896269492,.5522394987,.1346625452,.0304180372,7.187374103063993,,,,,,
2015Q1,112,1.7,,,,,10,20,40,20,10,,,,3.8461538461538463,,,,,,
2015Q1,114,1,,,5,5,40,45,5,,,,,,2.7027027027027026,,,,,,
2015Q1,115,1.3,5.5964343407,3.8824796252,7.2575254202,10.1108598622,12.5013710829,13.71824548,13.3601535069,11.5477165141,8.8583257451,6.0308201701,3.643912228,3.4921560247,10.020774457092447,,,,,,
""
TARGET_PERIOD,FCT_SOURCE,12,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,,,,,
2015Q2,1,1.1,,,,,30,50,20,,,,,,2.6315789473684212,,,,,,
2015Q2,2,1.2,,,5,10,18,35,22,10,,,,,4.428697962798937,,,,,,
2015Q2,6,.8,,,,25,50,25,,,,,,,2.6666666666666665,,,,,,
2015Q2,7,.4,,,,,,,,,,,,,1,,,,,,
2015Q2,14,.8,,,,,,,,,,,,,1,,,,,,
2015Q2,15,1.4,,,5,5,10,35,25,10,10,,,,4.545454545454546,,,,,,
2015Q2,16,1.6,1,2,3,8,12,16,21,18,8,7,3,1,7.320644216691068,,,,,,
2015Q2,20,1,,,,15,30,40,15,,,,,,3.389830508474576,,,,,,
2015Q2,23,.8,1,1,5,15,30,20,15,10,2,1,,,5.313496280552603,,,,,,
2015Q2,24,1.3078394789,,,,15,19,25,19,13,9,,,,5.488474204171241,,,,,,
2015Q2,26,.4,5,10,15,20,20,15,10,5,,,,,6.666666666666667,,,,,,
2015Q2,29,.8,,,,10,60,30,,,,,,,2.1739130434782608,,,,,,
2015Q2,30,1,,,,,,,,,,,,,1,,,,,,
2015Q2,31,1.2,,,,5,20,40,25,10,,,,,3.6363636363636362,,,,,,
2015Q2,36,.8,,,20,20,50,10,,,,,,,2.9411764705882355,,,,,,
2015Q2,37,.6,,,,31,61,8,,,,,,,2.1070375052675936,,,,,,
2015Q2,38,.5,,,,20,60,20,,,,,,,2.272727272727273,,,,,,
2015Q2,39,1,,,,15,25,45,15,,,,,,3.225806451612903,,,,,,
2015Q2,47,.9,,,,,,,,,,,,,1,,,,,,
2015Q2,48,1.3,,,,,15,60,25,,,,,,2.247191011235955,,,,,,
2015Q2,49,.4,,,,,,,,,,,,,1,,,,,,
2015Q2,52,.8,0,2,5,18,40,27,5,2,1,0,0,0,3.687315634218289,,,,,,
2015Q2,54,1.3,,,,5,20,55,20,,,,,,2.5974025974025974,,,,,,
2015Q2,57,1.2,,,,,,,,,,,,,1,,,,,,
2015Q2,58,1,,,,,,,,,,,,,1,,,,,,
2015Q2,59,1.2,,,,5,25,60,10,,,,,,2.2988505747126435,,,,,,
2015Q2,61,1.2,,,,,30,50,20,,,,,,2.6315789473684212,,,,,,
2015Q2,63,1,,,10,15,20,40,15,,,,,,3.9215686274509802,,,,,,
2015Q2,68,1.3,,,,3,22,44,22,9,,,,,3.3400133600534403,,,,,,
2015Q2,82,1,,,,,,,,,,,,,1,,,,,,
2015Q2,85,1.1416180986,.9147374034,2.423293283,6.2231751356,12.1891944234,18.2114440327,20.7563223211,18.0469178805,11.9699305886,6.0559916162,2.3368662786,.6876538415,.1844731954,6.81148596830693,,,,,,
2015Q2,88,1.1,,,5,12,22,25,19,12,5,,,,5.530973451327433,,,,,,
2015Q2,89,1.4,,2.5,2.5,7.5,15,25,25,15,5,2.5,,,5.555555555555555,,,,,,
2015Q2,90,.8,0,0,10,20,40,20,10,0,0,0,0,0,3.8461538461538463,,,,,,
2015Q2,91,.6,0,0,0,7.5,42.5,32.5,15,2.5,0,0,0,0,3.1746031746031744,,,,,,
2015Q2,92,1.2020058551,3.7882022718,4.7058619042,8.1242269097,11.9468518675,14.9644027016,14.3962406442,14.7561325509,12.5577854693,6.8284781752,4.4394436539,2.1582243649,1.3341494868,8.891836052780162,,,,,,
2015Q2,94,.9,1.5,3.5,8,18,24,20,12,6,4,2,1,,6.331117442228554,,,,,,
2015Q2,95,1.1447967538,0,0,4,12,24,30,16,9,4,1,0,0,5.025125628140704,,,,,,
2015Q2,96,1.24,,,,10,20,42,22,6,,,,,3.5919540229885056,,,,,,
2015Q2,98,.9,,,,15,30,30,25,,,,,,3.7735849056603774,,,,,,
2015Q2,101,1.2,,,,,,,,,,,,,1,,,,,,
2015Q2,102,.9,,,,15,55,15,15,,,,,,2.7027027027027026,,,,,,
2015Q2,107,1.220893657,.1448991368,.662604363,2.5351851263,7.0442927382,14.218583102,20.8521987212,22.2214243697,17.2077656803,9.682275365,3.9578549707,1.1750753198,.297841107,6.272459146378938,,,,,,
2015Q2,108,1.75997,,,.01,3.55,9.9,16.24,22.55,21.53,15.13,8.72,2.37,,6.0351275807865195,,,,,,
2015Q2,110,1.1,1.7576140566,2.6489121422,7.0273724166,12.6938253884,17.9217273897,19.7776442544,17.0601261207,11.5025585254,6.0616230505,2.496492095,.8034717503,.2486328102,7.142823870230567,,,,,,
2015Q2,112,1.4,,,,10,15,30,30,10,5,,,,4.444444444444445,,,,,,
2015Q2,114,1,,,5,5,40,45,5,,,,,,2.7027027027027026,,,,,,
2015Q2,115,1.3,5.9013334446,3.9838419375,7.3634297536,10.1550072874,12.4585687538,13.5970627936,13.2011452573,11.4016445352,8.7601570785,5.9874684557,3.6404853782,3.5498553246,10.092349772782162,,,,,,
""
TARGET_PERIOD,FCT_SOURCE,12,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,,,,,
2015Q3,1,1.3,,,,10,30,40,20,,,,,,3.3333333333333335,,,,,,
2015Q3,2,1.2,,,4,5,25,35,25,6,,,,,3.918495297805643,,,,,,
2015Q3,4,1,,,5,15,20,40,15,5,,,,,4.0,,,,,,
2015Q3,5,1.1,1,2,5,8,22,32,25,5,,,,,4.440497335701599,,,,,,
2015Q3,6,1.5,,,,,5,40,50,5,,,,,2.4096385542168677,,,,,,
2015Q3,7,1.27,,,,,,,,,,,,,1,,,,,,
2015Q3,14,1,,,,,,,,,,,,,1,,,,,,
2015Q3,15,1.2,,,,10,25,35,20,10,0,,,,4.081632653061225,,,,,,
2015Q3,16,.8,2,6,13,18,22,17,11,5,3,2,1,0,6.821282401091406,,,,,,
2015Q3,20,1,,,5,20,30,40,5,,,,,,3.389830508474576,,,,,,
2015Q3,22,1,,,5,10,35,35,15,,,,,,3.5714285714285716,,,,,,
2015Q3,23,.8,,2,6,20,25,20,15,10,2,,,,5.574136008918618,,,,,,
2015Q3,24,1.0524472023,,,6,15,20,25,20,14,,,,,5.313496280552603,,,,,,
2015Q3,29,1,,,,10,30,40,20,,,,,,3.3333333333333335,,,,,,
2015Q3,31,1.3,,,,10,20,40,25,5,,,,,3.6363636363636362,,,,,,
2015Q3,36,1.3,0,0,0,10,20,50,10,10,0,0,0,0,3.125,,,,,,
2015Q3,37,1.1,,,,5,39,46,10,,,,,,2.6581605528973946,,,,,,
2015Q3,39,1.2,,,,10,25,45,20,,,,,,3.1746031746031744,,,,,,
2015Q3,42,1,,,,,30,50,20,,,,,,2.6315789473684212,,,,,,
2015Q3,47,1.3,,,,,,,,,,,,,1,,,,,,
2015Q3,48,1.5,,,,,15,20,50,15,,,,,2.985074626865672,,,,,,
2015Q3,49,1,,,,,,,,,,,,,1,,,,,,
2015Q3,52,1.3,0,0,1,5,19,40,29,5,1,0,0,0,3.50385423966363,,,,,,
2015Q3,54,1.3,,,,5,35,50,10,,,,,,2.5974025974025974,,,,,,
2015Q3,57,1,,,,,,,,,,,,,1,,,,,,
2015Q3,61,1.1,,,,,30,60,10,,,,,,2.1739130434782608,,,,,,
2015Q3,68,1.5,,,,0,15,30,40,15,,,,,3.389830508474576,,,,,,
2015Q3,82,1.1,,,,,,,,,,,,,1,,,,,,
2015Q3,85,1.4345454229,.3815865325,1.229589893,3.700992019,8.4956320725,14.8748604448,19.8669608147,20.2419915584,15.7332969623,9.3284997257,4.2188143081,1.4551173164,.4726583526,6.8123457732296835,,,,,,
2015Q3,88,1.2,,,,5,12,21,25,20,12,5,,,5.543237250554323,,,,,,
2015Q3,89,1.5,,2.5,2.5,5,10,25,25,20,7.5,2.5,,,5.405405405405405,,,,,,
2015Q3,90,.8,,,,20,60,20,,,,,,,2.272727272727273,,,,,,
2015Q3,92,1.3219463896,3.7882022718,4.7058619042,8.1242269097,11.9468518675,14.9644027016,14.3962406442,14.7561325509,12.5577854693,6.8284781752,4.4394436539,2.1582243649,1.3341494868,8.891836052780162,,,,,,
2015Q3,93,.8,,,,15,62.5,20,2.5,,,,,,2.203856749311295,,,,,,
2015Q3,94,.9,2,5,9,15,26,18,10,8,4,2,1,,6.578947368421053,,,,,,
2015Q3,95,1.1485,0,0,5.2,10.3,20.3,34.4,18.1,7.1,4.5,.1,0,0,4.701766924010042,,,,,,
2015Q3,96,1.3,,,,5,23,35,27,10,,,,,3.834355828220859,,,,,,
2015Q3,97,1.338671717,,,,,,,,,,,,,1,,,,,,
2015Q3,98,1.4,,,,5,15,40,35,5,,,,,3.225806451612903,,,,,,
2015Q3,101,1.5,,,,,,,,,,,,,1,,,,,,
2015Q3,102,1.6,,,,,5,30,50,15,,,,,2.73972602739726,,,,,,
2015Q3,103,1.4,,,,5,25,35,30,5,,,,,3.5714285714285716,,,,,,
2015Q3,105,1.3,0,0,0,0,10,55,35,0,0,0,0,0,2.2988505747126435,,,,,,
2015Q3,107,1.6036651349,.121894542,.573063493,2.2511591779,6.4343283397,13.3848393871,20.2685732286,22.3451930171,17.9352763871,10.4801585567,4.4575706163,1.3797458397,.3681974148,6.291265740393169,,,,,,
2015Q3,112,1.4,,,5,10,20,30,20,10,5,,,,5.128205128205129,,,,,,
2015Q3,114,1.1,,,5,5,20,55,15,,,,,,2.7027027027027026,,,,,,
2015Q3,115,1.4,5.0785922267,3.5787843571,6.7703859181,9.576459283,12.0485662289,13.483604297,13.4220090308,11.8841992769,9.3597116486,6.5568271966,4.0856543992,4.1552061371,10.110599430743536,,,,,,
""
TARGET_PERIOD,FCT_SOURCE,12,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,,,,,
2015Q4,1,1.6,,,,,,20,60,20,,,,,2.272727272727273,,,,,,
2015Q4,2,1.8,,,,2,8,14,30,28,16,2,,,4.528985507246377,,,,,,
2015Q4,4,1.5,,,,10,15,30,35,10,,,,,3.9215686274509802,,,,,,
2015Q4,5,1.4,1,1,2,5,15,20,35,15,5,1,,,4.690431519699811,,,,,,
2015Q4,6,1.6,,,,,,20,65,15,,,,,2.0618556701030926,,,,,,
2015Q4,7,.65,,,,,,,,,,,,,1,,,,,,
2015Q4,8,1.8,1,2,3,7,10,17,28,20,10,2,,,5.74712643678161,,,,,,
2015Q4,15,1.3,,,5,5,10,35,30,15,,,,,4.0,,,,,,
2015Q4,16,1.6,1,2,3,10,13,16,19,15,10,7,3,1,7.788161993769471,,,,,,
2015Q4,20,1.5,,,,,20,30,40,10,,,,,3.3333333333333335,,,,,,
2015Q4,23,1.3,,1,5,15,20,25,22,10,2,,,,5.364806866952789,,,,,,
2015Q4,24,1.6312229015,,,,6,15,20,25,20,14,,,,5.313496280552603,,,,,,
2015Q4,26,1.1,,5,10,15,20,20,15,10,5,,,,6.666666666666667,,,,,,
2015Q4,31,1.6,,,,,10,20,40,25,5,,,,3.6363636363636362,,,,,,
2015Q4,36,1.3,,,,10,20,40,20,10,,,,,3.8461538461538463,,,,,,
2015Q4,37,1.5,,,,,10,40,42,8,,,,,2.834467120181406,,,,,,
2015Q4,38,1.7,,,,,,20,60,20,,,,,2.272727272727273,,,,,,
2015Q4,39,1.9,,,,,15,20,40,25,,,,,3.508771929824561,,,,,,
2015Q4,42,1.7,,,,,,20,70,10,,,,,1.8518518518518519,,,,,,
2015Q4,47,2,,,,,,,,,,,,,1,,,,,,
2015Q4,49,1.8,,,,,,,,,,,,,1,,,,,,
2015Q4,52,2.3,0,0,0,1,2,5,17,41,28,5,1,0,3.558718861209964,,,,,,
2015Q4,54,1.4,,,,5,20,50,20,5,,,,,2.985074626865672,,,,,,
2015Q4,59,1.6,,,,,,20,55,25,,,,,2.4691358024691357,,,,,,
2015Q4,61,1.6,,,,0,15,40,40,5,,,,,2.898550724637681,,,,,,
2015Q4,68,1.8,,,0,0,1,14,45,39,1,,,,2.670940170940171,,,,,,
2015Q4,82,1.4,,,,,,,,,,,,,1,,,,,,
2015Q4,85,2.1325172751,.0071488291,.0581356681,.3660669838,1.644867315,5.2764237955,12.0876486328,19.7812420893,23.1284461824,19.3216253808,11.5323699212,4.9169558748,1.8790693272,6.108565320272692,,,,,,
2015Q4,88,1.8,,,,5,12,20.5,25,20.5,12,5,,,5.544774050457444,,,,,,
2015Q4,89,1.8,,,2.5,5,10,17.5,22.5,22.5,12.5,5,2.5,,6.106870229007634,,,,,,
2015Q4,91,2.1,0,0,0,0,2.5,20,35,40,2.5,0,0,0,3.088803088803089,,,,,,
2015Q4,92,1.7591,3.7882022718,4.7058619042,8.1242269097,11.9468518675,14.9644027015,14.3962406442,14.7561325509,12.5577854693,6.8284781752,4.4394436539,2.1582243649,1.3341494869,8.891836052801715,,,,,,
2015Q4,93,2.4,,,,,,2.5,2.5,62.5,27.5,5,,,2.127659574468085,,,,,,
2015Q4,94,1.7,1,3,4,6,8,14,26,16,10,8,3,1,7.002801120448178,,,,,,
2015Q4,95,1.8085,0,0,0,0,7.5,23.1,30.9,21.1,13.5,3.9,0,0,4.571762963233882,,,,,,
2015Q4,96,1.9,,,,,5,15,35,30,15,,,,3.8461538461538463,,,,,,
2015Q4,98,1.7,,,,,5,30,35,25,5,,,,3.5714285714285716,,,,,,
2015Q4,99,1.8,,,,,,,,,,,,,1,,,,,,
2015Q4,101,2.1,,,,,,,,,,,,,1,,,,,,
2015Q4,103,1.8,,,,5,25,35,30,5,,,,,3.5714285714285716,,,,,,
2015Q4,105,1.3,,,,,35,55,10,,,,,,2.2988505747126435,,,,,,
2015Q4,107,2.1104594922,.0003566205,.007503515,.0994870774,.8093044452,4.0455437361,12.4439045303,23.5783034955,27.5375818688,19.8274531308,8.7980768627,2.4040195083,.4484652094,5.095148308293118,,,,,,
2015Q4,108,1.4,,.09,3.91,9.66,15.41,21.16,21.14,15.33,9.52,3.72,.06,,6.328287241464152,,,,,,
2015Q4,110,1.5,.7485637185,1.3001932671,3.9227869595,8.2469972858,13.7445746888,18.1603815243,19.0234841584,15.7989709809,10.4023711201,5.4297647147,2.2466985168,.9752130651,7.355344316061145,,,,,,
2015Q4,112,1.8,,,,5,10,20,30,20,10,5,,,5.128205128205129,,,,,,
2015Q4,114,2.4,,,,5,5,5,10,20,35,15,5,,4.878048780487805,,,,,,
2015Q4,115,1.9,2.3042727052,1.9922162926,4.2285555869,6.7685645851,9.6188344388,12.135895892,13.5939668214,13.5190523674,11.9363609094,9.3566955873,6.5117303328,8.0338544811,9.829890625757429,,,,,,
