TARGET_PERIOD,FCT_SOURCE,10,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility
2001Q1,9,3.5,0,0,0,0,0,0,0,70,30,0,0,0,1.7241379310344827
2001Q1,10,3.5,0,0,0,0,0,5,20,40,30,5,0,0,3.389830508474576
2001Q1,11,3.3,0,0,0,0,0,0,25,30,45,0,0,0,2.816901408450704
2001Q1,14,3.3,0,0,0,0,0,0,20,80,0,0,0,0,1.4705882352941178
2001Q1,15,3,0,0,0,0,0,0,45,45,10,0,0,0,2.4096385542168677
2001Q1,17,3.3,0,0,0,0,0,10,10,35,35,10,0,0,3.6363636363636362
2001Q1,19,3,0,0,0,0,0,0,10,90,0,0,0,0,1.2195121951219512
2001Q1,20,3.6,0,0,0,0,0,0,0,50,50,0,0,0,2.0
2001Q1,22,3.3,0,1.11111111,1.11111111,3.33333333,5.55555556,11.11111111,22.22222222,27.77777778,22.22222222,2.22222222,2.22222222,1.11111111,5.1592356690527
2001Q1,26,3.7,0,0,0,0,0,0,15,20,30,20,15,0,4.651162790697675
2001Q1,28,3.7,0,0,0,0,0,0,10,25,40,25,0,0,3.389830508474576
2001Q1,29,3,0,0,0,0,0,0,10,90,0,0,0,0,1.2195121951219512
2001Q1,31,3.4,0,0,0,0,0,0,15,50,35,0,0,0,2.5316455696202533
2001Q1,32,3,0,0,0,0,0,5,40,40,15,0,0,0,2.898550724637681
2001Q1,33,3,0,0,0,0,0,0,40,60,0,0,0,0,1.9230769230769231
2001Q1,35,2.9,0,0,0,0,0,20,40,40,0,0,0,0,2.7777777777777777
2001Q1,36,2.8,0,0,0,0,15,20,40,20,5,0,0,0,3.7735849056603774
2001Q1,37,3.4,0,0,0,0,0,0,0,70,30,0,0,0,1.7241379310344827
2001Q1,39,3.4,0,0,0,0,0,0,5,45,48,2,0,0,2.294630564479119
2001Q1,41,3.3,0,0,0,0,0,0,10,60,30,0,0,0,2.1739130434782608
2001Q1,45,3.3,0,0,0,0,0,.03,10.01,70.27,19.55,.14,0,0,1.8449176945318115
2001Q1,46,4.19,.01,.03,.15,.53,1.59,3.86,7.68,12.48,16.55,17.93,15.87,23.32,6.159411988038916
2001Q1,48,3.5,0,0,0,0,0,0,10,40,40,10,0,0,2.9411764705882355
2001Q1,53,3.2,0,0,0,0,0,0,10,75,15,0,0,0,1.680672268907563
2001Q1,54,3.8,0,0,0,0,0,0,10,30,50,10,0,0,2.7777777777777777
2001Q1,55,3.2,0,0,0,.4004004,2.8028028,12.11211211,27.92792793,34.03403403,18.51851852,3.9039039,.3003003,0,4.079517816528883
2001Q1,56,3.4,0,0,0,0,0,0,10,60,30,0,0,0,2.1739130434782608
2001Q1,59,3.3,0,0,0,0,0,10,30,30,20,10,0,0,4.166666666666667
2001Q1,64,3.2,0,1,1,3,5,10,20,30,25,3,1,1,4.826254826254826
2001Q1,67,3,0,0,0,0,0,0,20,80,0,0,0,0,1.4705882352941178
2001Q1,70,3.6,0,0,0,0,0,0,5,40,40,15,0,0,2.898550724637681
2001Q1,71,3.3,0,0,0,0,5,10,20,30,20,10,5,0,5.128205128205129
2001Q1,72,3.2,0,0,0,1,5,12,25,30,15,8,3,1,5.015045135406218
2001Q1,73,3.5,0,0,0,0,0,0,0,20,80,0,0,0,1.4705882352941178
2001Q1,76,4.1,0,0,0,0,0,0,10,15,25,30,15,5,4.761904761904762
2001Q1,85,3,0,0,0,0,0,10.86956522,29.34782609,34.7826087,25,0,0,0,3.553316540043044
2001Q1,87,3.5,0,0,0,0,0,0,5.55555556,44.44444444,44.44444444,5.55555556,0,0,2.492307692737137
2001Q1,89,3.7,0,0,0,0,0,0,0,40,50,10,0,0,2.380952380952381
2001Q1,90,3.5,0,0,0,0,0,0,0,10,90,0,0,0,1.2195121951219512
2001Q1,93,3.5,0,0,0,0,0,0,0,40,60,0,0,0,1.9230769230769231
2001Q1,94,3.4,0,0,0,0,0,0,0,50,50,0,0,0,2.0
2001Q1,95,3.3,0,0,.99009901,3.96039604,5.94059406,10.89108911,16.83168317,19.8019802,16.83168317,12.87128713,7.92079208,3.96039604,7.281227693047678
2001Q1,96,3.1,0,0,0,3,6,12,23,35,15,6,0,0,4.537205081669692
""
TARGET_PERIOD,FCT_SOURCE,12,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0T4_4,F4_5T4_9,F5_0,Volatility
2001Q2,1,3,0,0,0,0,3,20,30,30,15,2,0,0,4.1017227235438884
2001Q2,2,3,0,0,0,0,0,0,30,60,10,0,0,0,2.1739130434782608
2001Q2,4,3.5,0,0,0,0,0,0,0,50,50,0,0,0,2.0
2001Q2,5,2.7,0,0,0,0,0,6,50,40,4,0,0,0,2.4084778420038537
2001Q2,6,3.3,0,0,0,0,0,20,25,40,15,0,0,0,3.508771929824561
2001Q2,7,3.2,,,,,,,,,,,,,1
2001Q2,9,3.2,0,0,0,0,0,0,30,60,10,0,0,0,2.1739130434782608
2001Q2,10,3.2,0,0,0,0,0,5,30,50,15,0,0,0,2.73972602739726
2001Q2,11,3.4,0,0,0,0,0,0,10,40,50,0,0,0,2.380952380952381
2001Q2,14,2.7,0,0,0,0,0,20,60,20,0,0,0,0,2.272727272727273
2001Q2,15,3,0,0,0,0,0,0,45,45,10,0,0,0,2.4096385542168677
2001Q2,16,2.9,0,0,1,1,7,10,30,20,15,10,5,1,5.549389567147614
2001Q2,17,3.3,0,0,0,0,0,10,10,35,35,10,0,0,3.6363636363636362
2001Q2,19,3,0,0,0,0,0,0,90,10,0,0,0,0,1.2195121951219512
2001Q2,20,3.1,0,0,0,0,0,0,40,60,0,0,0,0,1.9230769230769231
2001Q2,22,2.9,0,0,0,5,10,25,30,25,5,0,0,0,4.3478260869565215
2001Q2,23,3,0,0,0,0,20,40,40,0,0,0,0,0,2.7777777777777777
2001Q2,24,3.6,0,0,0,0,0,5,10,40,40,5,0,0,2.985074626865672
2001Q2,26,3.3,0,0,0,0,0,15,20,30,20,15,0,0,4.651162790697675
2001Q2,29,2.9,0,0,0,0,0,0,70,30,0,0,0,0,1.7241379310344827
2001Q2,31,2.9,0,0,0,0,0,15,60,25,0,0,0,0,2.247191011235955
2001Q2,32,2.9,0,0,0,0,0,15,40,35,10,0,0,0,3.1746031746031744
2001Q2,33,2.8,0,0,0,0,0,0,80,20,0,0,0,0,1.4705882352941178
2001Q2,34,3,0,0,0,0,0,0,45,50,5,0,0,0,2.197802197802198
2001Q2,35,2.9,0,0,0,0,0,20,40,40,0,0,0,0,2.7777777777777777
2001Q2,36,3,0,0,0,0,10,15,30,35,10,0,0,0,3.9215686274509802
2001Q2,37,3.2,0,0,0,0,0,0,0,70,30,0,0,0,1.7241379310344827
2001Q2,38,2.9,0,0,0,0,0,0,20,60,20,0,0,0,2.272727272727273
2001Q2,39,3.3,0,0,0,0,0,0,10,60,30,0,0,0,2.1739130434782608
2001Q2,40,2.8,0,0,0,0,5,15,50,25,5,0,0,0,2.9411764705882355
2001Q2,41,3.4,0,0,0,0,0,0,0,60,40,0,0,0,1.9230769230769231
2001Q2,42,2.7,,,,,,,,,,,,,1
2001Q2,48,2.9,0,0,0,0,0,5,50,40,5,0,0,0,2.4096385542168677
2001Q2,50,3.3,0,0,0,0,0,0,10,80,10,0,0,0,1.5151515151515151
2001Q2,52,3,0,0,5,5,10,10,30,30,10,0,0,0,4.651162790697675
2001Q2,53,2.9,0,0,0,0,0,0,60,40,0,0,0,0,1.9230769230769231
2001Q2,54,3.5,0,0,0,0,0,0,10,40,50,0,0,0,2.380952380952381
2001Q2,55,3,0,0,0,.3996003996,3.4965034965,15.2847152847,31.968031968,32.2677322677,13.7862137862,2.5974025974,.1998001998,0,3.990398362432962
2001Q2,56,3,0,0,0,0,0,0,35,55,10,0,0,0,2.2988505747126435
2001Q2,59,3.1,0,0,0,0,0,20,30,30,20,0,0,0,3.8461538461538463
2001Q2,60,3,0,0,0,0,0,0,25,50,25,0,0,0,2.6666666666666665
2001Q2,61,2.5,0,0,0,0,0,40,60,0,0,0,0,0,1.9230769230769231
2001Q2,64,3,0,1,1,3,5,10,25,30,20,3,1,1,4.826254826254826
2001Q2,67,3.3,0,0,0,0,0,0,20,60,20,0,0,0,2.272727272727273
2001Q2,70,3,0,0,0,0,0,0,20,80,0,0,0,0,1.4705882352941178
2001Q2,71,3.2,0,0,0,0,5,15,20,25,20,15,0,0,5.2631578947368425
2001Q2,72,3.1,0,0,0,1,5,12,25,30,15,8,3,1,5.015045135406218
2001Q2,73,3.5,0,0,0,0,0,0,0,50,50,0,0,0,2.0
2001Q2,85,2.5,0,0,0,0,7,45,42,6,0,0,0,0,2.581311306143521
2001Q2,87,3.1,0,0,0,0,0,10,35,45,10,0,0,0,2.898550724637681
2001Q2,89,3.2,0,0,0,0,0,0,20,60,20,0,0,0,2.272727272727273
2001Q2,90,3.5,0,0,0,0,0,0,0,25,75,0,0,0,1.6
2001Q2,91,2.8,0,0,0,0,.4004004004,5.005005005,21.9219219219,38.1381381381,26.4264264264,7.3073073073,.8008008008,0,3.6863740964218428
2001Q2,92,3.07,0,0,0,2.4510813594,6.6941297631,13.5427394439,20.2677651905,22.4510813594,18.403707518,11.1740473738,5.0154479918,0,6.1058678283577725
2001Q2,93,2.8,0,0,0,0,0,0,25,60,15,0,0,0,2.247191011235955
2001Q2,94,3.4,0,0,0,0,0,0,20,60,20,0,0,0,2.272727272727273
2001Q2,95,3.3,0,0,.9900990099,3.9603960396,5.9405940594,10.8910891089,16.8316831683,19.801980198,16.8316831683,12.8712871287,7.9207920792,3.9603960396,7.2812276945184875
2001Q2,96,2.9,0,0,0,0,7,17,30,30,13,3,0,0,4.317789291882556
""
TARGET_PERIOD,FCT_SOURCE,10,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,
2001Q3,1,2.6,0,0,0,0,12,35,45,8,0,0,2.891844997108155,,
2001Q3,2,2.5,0,0,0,0,0,40,60,0,0,0,1.9230769230769231,,
2001Q3,3,2.8,0,0,0,0,0,10,60,30,0,0,2.1739130434782608,,
2001Q3,4,2.7,0,0,0,0,5,25,60,10,0,0,2.2988505747126435,,
2001Q3,5,2.7,0,0,0,0,0,49,51,0,0,0,1.9992003198720512,,
2001Q3,7,2.4,,,,,,,,,,,1,,
2001Q3,9,2.6,0,0,0,0,0,40,60,0,0,0,1.9230769230769231,,
2001Q3,10,2.8,0,0,0,0,0,35,55,10,0,0,2.2988505747126435,,
2001Q3,11,3.1,0,0,0,0,0,5,20,65,10,0,2.1052631578947367,,
2001Q3,14,2.5,,,,,,,,,,,1,,
2001Q3,15,2.7,0,0,0,0,5,30,45,20,0,0,2.985074626865672,,
2001Q3,16,2.9,0,0,0,5,5,25,35,25,5,0,3.9215686274509802,,
2001Q3,17,3.4,0,0,0,0,0,10,25,45,20,0,3.1746031746031744,,
2001Q3,19,2.8,0,0,0,0,0,0,100,0,0,0,1.0,,
2001Q3,20,2.5,0,0,0,0,0,0,75,25,0,0,1.6,,
2001Q3,22,2.3,0,0,5,10,25,30,15,10,5,0,5.0,,
2001Q3,23,2.6,0,0,0,0,10,40,50,0,0,0,2.380952380952381,,
2001Q3,24,3.1,0,0,0,0,5,15,30,40,10,0,3.508771929824561,,
2001Q3,26,2.7,0,0,0,0,5,20,50,20,5,0,2.985074626865672,,
2001Q3,29,2.9,0,0,0,0,0,5,85,10,0,0,1.3605442176870748,,
2001Q3,31,2.8,0,0,0,0,0,20,60,20,0,0,2.272727272727273,,
2001Q3,32,2.5,0,0,0,5,15,30,30,15,5,0,4.3478260869565215,,
2001Q3,33,2.6,0,0,0,0,0,15,80,5,0,0,1.5037593984962405,,
2001Q3,34,2.8,0,0,0,0,0,5,90,5,0,0,1.2269938650306749,,
2001Q3,35,3.2,0,0,0,0,0,5,25,60,10,0,2.2988505747126435,,
2001Q3,36,2.9,0,0,0,0,5,35,40,15,5,0,3.225806451612903,,
2001Q3,37,3.1,0,0,0,0,0,0,20,80,0,0,1.4705882352941178,,
2001Q3,38,2.7,0,0,0,0,0,10,80,10,0,0,1.5151515151515151,,
2001Q3,39,2.6,0,0,0,0,0,30,65,5,0,0,1.941747572815534,,
2001Q3,41,3,0,0,0,0,0,0,40,50,10,0,2.380952380952381,,
2001Q3,42,2.5,0,0,0,0,0,45,55,0,0,0,1.9801980198019802,,
2001Q3,48,2.6,0,0,0,0,10,30,50,10,0,0,2.7777777777777777,,
2001Q3,49,2.5,,,,,,,,,,,1,,
2001Q3,53,2.8,0,0,0,0,0,0,30,70,0,0,1.7241379310344827,,
2001Q3,54,2.7,0,0,0,5,15,30,50,0,0,0,2.73972602739726,,
2001Q3,55,2.4,0,0,.1,1.8,12.8,30.7,30.2,16.8,6,1.6,4.269089232503137,,
2001Q3,56,2.8,0,0,0,0,0,20,60,20,0,0,2.272727272727273,,
2001Q3,59,2.4,0,0,0,10,20,40,20,10,0,0,3.8461538461538463,,
2001Q3,61,2.5,0,0,0,0,0,30,55,15,0,0,2.4096385542168677,,
2001Q3,68,2.8,1,2,3,5,9,16,30,16,13,5,5.793742757821552,,
2001Q3,70,2.8,0,0,0,0,0,30,50,20,0,0,2.6315789473684212,,
2001Q3,73,2.2,0,0,0,0,35,65,0,0,0,0,1.834862385321101,,
2001Q3,82,2.4,,,,,,,,,,,1,,
2001Q3,85,2.1,0,0,0,2.0202020202,32.3232323232,53.5353535354,12.1212121212,0,0,0,2.4619442351152387,,
2001Q3,87,2.8,0,0,0,0,15,25,45,15,0,0,3.225806451612903,,
2001Q3,89,3,0,0,0,0,0,20,60,20,0,0,2.272727272727273,,
2001Q3,90,2.8,0,0,0,0,0,5,75,20,0,0,1.6528925619834711,,
2001Q3,91,3.2,0,0,0,0,0,.8465608466,7.7248677249,27.9365079365,40.3174603175,23.1746031746,3.3295614273801455,,
2001Q3,92,2.68,0,.6138331689,2.0059191056,5.8642990244,12.6712704154,20.2564945742,23.9723775074,21.0018634221,13.613942782,0,5.522513252211694,,
2001Q3,93,2.8,0,0,0,0,0,20,50,30,0,0,2.6315789473684212,,
2001Q3,94,2.6,0,0,0,0,0,40,50,10,0,0,2.380952380952381,,
2001Q3,95,2.7,0,1.9801980198,2.9702970297,7.9207920792,12.8712871287,16.8316831683,19.801980198,16.8316831683,10.8910891089,9.900990099,7.059515570948377,,
2001Q3,96,2.3,0,0,0,0,10,45,40,5,0,0,2.6666666666666665,,
""
TARGET_PERIOD,FCT_SOURCE,10,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,
2001Q4,1,2.5,0,0,0,0,10,40,40,10,0,0,2.9411764705882355,,
2001Q4,2,2.4,0,0,0,0,0,60,40,0,0,0,1.9230769230769231,,
2001Q4,3,2.5,0,0,0,0,10,40,40,10,0,0,2.9411764705882355,,
2001Q4,4,2.3,0,0,0,0,15,60,25,0,0,0,2.247191011235955,,
2001Q4,5,2.1,0,0,0,0,5,55,40,0,0,0,2.150537634408602,,
2001Q4,7,2.2,,,,,,,,,,,1,,
2001Q4,9,2.5,0,0,0,0,0,40,60,0,0,0,1.9230769230769231,,
2001Q4,10,2.7,0,0,0,0,20,60,20,0,0,0,2.272727272727273,,
2001Q4,11,2.7,0,0,0,0,0,20,70,10,0,0,1.8518518518518519,,
2001Q4,14,1.8,0,0,0,20,50,30,0,0,0,0,2.6315789473684212,,
2001Q4,15,2.5,0,0,0,0,5,30,50,15,0,0,2.73972602739726,,
2001Q4,17,2.6,0,0,0,0,5,25,55,15,0,0,2.5641025641025643,,
2001Q4,19,2.3,0,0,0,0,0,90,10,0,0,0,1.2195121951219512,,
2001Q4,22,1.8,0,0,3,10,35,30,20,2,0,0,3.7907505686125855,,
2001Q4,23,2.5,0,0,0,0,10,40,50,0,0,0,2.380952380952381,,
2001Q4,24,2.4,0,0,0,5,25,50,20,0,0,0,2.816901408450704,,
2001Q4,26,2.4,0,0,0,5,15,30,30,15,5,0,4.3478260869565215,,
2001Q4,28,2.2,0,0,0,10,30,40,20,0,0,0,3.3333333333333335,,
2001Q4,29,2.5,0,0,0,0,0,25,75,0,0,0,1.6,,
2001Q4,31,2.2,,,,,,,,,,,1,,
2001Q4,32,2.3,0,0,0,5,15,35,30,15,0,0,3.8461538461538463,,
2001Q4,33,2.6,0,0,0,0,0,10,90,0,0,0,1.2195121951219512,,
2001Q4,35,2.6,0,0,0,0,0,20,60,20,0,0,2.272727272727273,,
2001Q4,36,2.9,0,0,0,0,5,20,40,30,5,0,3.389830508474576,,
2001Q4,37,2.8,0,0,0,0,0,0,70,30,0,0,1.7241379310344827,,
2001Q4,38,2,0,0,0,0,10,80,10,0,0,0,1.5151515151515151,,
2001Q4,39,2.3,0,0,0,0,10,60,29,1,0,0,2.201673271686482,,
2001Q4,41,2.5,,,,,,,,,,,1,,
2001Q4,42,2.5,0,0,0,0,0,40,60,0,0,0,1.9230769230769231,,
2001Q4,46,3.2,0,0,0,0,0,0,7.2,90.9,1.9,0,1.202174493223342,,
2001Q4,48,2.1,0,0,0,0,15,50,30,5,0,0,2.73972602739726,,
2001Q4,49,2.1,0,0,0,10,30,40,20,0,0,0,3.3333333333333335,,
2001Q4,52,1.8,0,0,5,20,40,30,5,0,0,0,3.389830508474576,,
2001Q4,53,2.8,0,0,0,0,0,30,60,10,0,0,2.1739130434782608,,
2001Q4,54,2.7,0,0,0,50,50,0,0,0,0,0,2.0,,
2001Q4,56,2.5,0,0,0,0,10,40,40,10,0,0,2.9411764705882355,,
2001Q4,59,2.1,0,0,0,0,30,40,30,0,0,0,2.9411764705882355,,
2001Q4,60,2.3,0,0,5,10,20,30,25,10,0,0,4.651162790697675,,
2001Q4,61,2.8,0,0,0,0,0,30,50,20,0,0,2.6315789473684212,,
2001Q4,70,2.4,0,0,0,0,10,40,40,10,0,0,2.9411764705882355,,
2001Q4,71,2.1,0,0,0,10,30,50,10,0,0,0,2.7777777777777777,,
2001Q4,72,1.5,7,8,10,20,30,15,7,3,0,0,5.56792873051225,,
2001Q4,73,2.2,0,0,0,0,10,80,10,0,0,0,1.5151515151515151,,
2001Q4,76,3,1,1,3,5,15,15,20,25,10,5,6.112469437652812,,
2001Q4,80,2.3,,,,,,,,,,,1,,
2001Q4,85,2.2,0,0,0,5,25,35,25,10,0,0,3.8461538461538463,,
2001Q4,87,2.4,0,0,0,0,10,45,35,10,0,0,2.898550724637681,,
2001Q4,89,2.6,0,0,0,0,10,20,60,10,0,0,2.380952380952381,,
2001Q4,90,2.8,0,0,0,0,0,10,85,5,0,0,1.3605442176870748,,
2001Q4,91,2.1,0,0,.6,33.2,61.4,4.8,0,0,0,0,2.042650543345044,,
2001Q4,92,2.78,,,,,,,,,,,1,,
2001Q4,93,2.2,0,0,0,0,0,80,20,0,0,0,1.4705882352941178,,
2001Q4,94,1.1,0,0,10,60,30,0,0,0,0,0,2.1739130434782608,,
2001Q4,96,2,0,0,0,10,35,40,15,0,0,0,3.1746031746031744,,
""
TARGET_PERIOD,FCT_SOURCE,10,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,
2002Q1,1,1.2,0,5,25,45,20,5,0,0,0,0,3.225806451612903,,
2002Q1,3,2,0,0,0,20,30,30,20,0,0,0,3.8461538461538463,,
2002Q1,5,1.4,0,0,10,25,55,10,0,0,0,0,2.5974025974025974,,
2002Q1,7,1.5,,,,,,,,,,,1,,
2002Q1,11,2.3,0,0,0,0,10,60,30,0,0,0,2.1739130434782608,,
2002Q1,14,1,10,20,30,30,10,0,0,0,0,0,4.166666666666667,,
2002Q1,15,2.2,0,0,0,5,40,50,5,0,0,0,2.4096385542168677,,
2002Q1,19,2.1,0,0,0,0,40,60,0,0,0,0,1.9230769230769231,,
2002Q1,22,1.2,0,5,10,30,30,20,5,0,0,0,4.25531914893617,,
2002Q1,23,1.8,0,0,0,0,10,40,50,0,0,0,2.380952380952381,,
2002Q1,24,1.5,0,0,5.55555556,27.77777778,44.44444444,16.66666667,5.55555556,0,0,0,3.2400000000648,,
2002Q1,26,1.4,0,0,15,40,30,15,0,0,0,0,3.389830508474576,,
2002Q1,28,1.7,0,0,10,20,40,20,10,0,0,0,3.8461538461538463,,
2002Q1,29,2.5,0,0,0,0,0,40,60,0,0,0,1.9230769230769231,,
2002Q1,31,1.9,,,,,,,,,,,1,,
2002Q1,32,2,0,0,5,10,35,35,10,5,0,0,3.7037037037037037,,
2002Q1,33,2.3,0,0,0,0,10,80,10,0,0,0,1.5151515151515151,,
2002Q1,35,2.5,0,0,0,0,0,40,60,0,0,0,1.9230769230769231,,
2002Q1,36,2.3,0,0,0,5,15,40,25,10,5,0,3.8461538461538463,,
2002Q1,37,1.8,0,0,0,0,80,20,0,0,0,0,1.4705882352941178,,
2002Q1,39,2,0,0,0,1,35,50,14,0,0,0,2.5497195308516063,,
2002Q1,41,2.4,,,,,,,,,,,1,,
2002Q1,42,1.9,0,0,0,0,60,40,0,0,0,0,1.9230769230769231,,
2002Q1,47,1.8,0,0,0,5,80,15,0,0,0,0,1.5037593984962405,,
2002Q1,49,1.7,0,0,0,10,30,40,20,0,0,0,3.3333333333333335,,
2002Q1,53,2,0,0,0,0,50,50,0,0,0,0,2.0,,
2002Q1,54,2.3,0,0,0,0,20,60,20,0,0,0,2.272727272727273,,
2002Q1,56,2.3,0,0,0,0,20,50,30,0,0,0,2.6315789473684212,,
2002Q1,59,2,0,0,0,10,15,30,30,10,5,0,4.444444444444445,,
2002Q1,61,2,0,0,0,0,35,55,10,0,0,0,2.2988505747126435,,
2002Q1,68,2,5,7,8,9,15,20,15,12,5,4,7.974481658692185,,
2002Q1,80,2.5,,,,,,,,,,,1,,
2002Q1,85,2.3,,,,,,,,,,,1,,
2002Q1,87,2.1,0,0,0,15,30,40,15,0,0,0,3.389830508474576,,
2002Q1,89,2.5,0,0,0,5,15,20,50,10,0,0,3.076923076923077,,
2002Q1,90,2.2,0,0,0,0,10,80,10,0,0,0,1.5151515151515151,,
2002Q1,91,2,0,0,.2004008,7.41482966,42.38476954,42.38476954,7.41482966,.2004008,0,0,2.7005298004784812,,
2002Q1,92,2.9,,,,,,,,,,,1,,
2002Q1,93,1.5,0,0,0,20,80,0,0,0,0,0,1.4705882352941178,,
2002Q1,94,2,0,0,0,0,30,50,20,0,0,0,2.6315789473684212,,
2002Q1,95,2.3,0,3,7,10,17,19,19,14,6,5,7.012622720897617,,
2002Q1,96,1.7,0,0,5,15,35,25,15,5,0,0,4.25531914893617,,
""
TARGET_PERIOD,FCT_SOURCE,10,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,
2002Q2,1,1.2,0,5,25,45,20,5,0,0,0,0,3.225806451612903,,
2002Q2,2,1.5,0,0,10,40,40,10,0,0,0,0,2.9411764705882355,,
2002Q2,3,1.3,0,10,20,30,30,10,0,0,0,0,4.166666666666667,,
2002Q2,4,1.3,0,0,25,50,25,0,0,0,0,0,2.6666666666666665,,
2002Q2,5,.8,0,10,60,30,0,0,0,0,0,0,2.1739130434782608,,
2002Q2,9,1.6,0,0,0,20,70,10,0,0,0,0,1.8518518518518519,,
2002Q2,10,1,,,,,,,,,,,1,,
2002Q2,11,.5,0,40,55,5,0,0,0,0,0,0,2.150537634408602,,
2002Q2,15,1.75,0,0,5,10,55,25,5,0,0,0,2.6315789473684212,,
2002Q2,17,1.5,0,5,10,25,35,20,5,0,0,0,4.166666666666667,,
2002Q2,19,2.1,0,0,0,80,20,0,0,0,0,0,1.4705882352941178,,
2002Q2,22,.9,5,15,35,30,10,5,0,0,0,0,4.0,,
2002Q2,24,.4,25,40,20,10,5,0,0,0,0,0,3.6363636363636362,,
2002Q2,26,1,0,10,50,30,10,0,0,0,0,0,2.7777777777777777,,
2002Q2,28,.2,20,70,10,0,0,0,0,0,0,0,1.8518518518518519,,
2002Q2,29,1.3,,,,,,,,,,,1,,
2002Q2,31,1.1,,,,,,,,,,,1,,
2002Q2,32,1.8,0,5,10,15,35,25,10,0,0,0,4.3478260869565215,,
2002Q2,33,1.9,0,0,0,0,60,40,0,0,0,0,1.9230769230769231,,
2002Q2,36,2,0,0,0,10,35,40,15,0,0,0,3.1746031746031744,,
2002Q2,37,1,0,0,50,50,0,0,0,0,0,0,2.0,,
2002Q2,39,.9,0,5,60,35,0,0,0,0,0,0,2.0618556701030926,,
2002Q2,40,1.4,0,0,0,70,30,0,0,0,0,0,1.7241379310344827,,
2002Q2,41,1.4,,,,,,,,,,,1,,
2002Q2,42,.7,0,25,50,25,0,0,0,0,0,0,2.6666666666666665,,
2002Q2,47,.6,0,20,80,0,0,0,0,0,0,0,1.4705882352941178,,
2002Q2,48,1.5,0,10,30,40,20,0,0,0,0,0,3.3333333333333335,,
2002Q2,50,1.3,0,0,0,80,20,0,0,0,0,0,1.4705882352941178,,
2002Q2,53,1,0,0,30,70,0,0,0,0,0,0,1.7241379310344827,,
2002Q2,54,1.5,,,,,,,,,,,1,,
2002Q2,61,.8,0,5,30,40,25,0,0,0,0,0,3.1746031746031744,,
2002Q2,63,.8,,,,,,,,,,,1,,
2002Q2,64,1.2,2,6,20,30,20,18,4,0,0,0,4.8076923076923075,,
2002Q2,68,1.2,,,,,,,,,,,1,,
2002Q2,71,1.3,0,5,15,60,15,5,0,0,0,0,2.4390243902439024,,
2002Q2,72,-.2,60,25,10,5,0,0,0,0,0,0,2.2988505747126435,,
2002Q2,76,1.2,14,11,20,20,18,11,4,1,.5,.5,6.331117442228553,,
2002Q2,80,1.7,,,,,,,,,,,1,,
2002Q2,85,2,0,0,0,0,72,28,0,0,0,0,1.6756032171581767,,
2002Q2,87,1.1,0,10,15,35,25,10,5,0,0,0,4.3478260869565215,,
2002Q2,89,1.4,0,0,5,40,20,20,15,0,0,0,3.7735849056603774,,
2002Q2,90,2.5,0,0,0,0,0,15,80,5,0,0,1.5037593984962405,,
2002Q2,91,2,0,0,.2004008,7.41482966,42.38476954,42.38476954,7.41482966,.2004008,0,0,2.7005298004784812,,
2002Q2,92,2.6,,,,,,,,,,,1,,
2002Q2,93,.5,0,20,80,0,0,0,0,0,0,0,1.4705882352941178,,
2002Q2,94,1,0,0,0,0,30,50,20,0,0,0,2.6315789473684212,,
2002Q2,95,1,9.57446809,15.95744681,21.27659574,18.08510638,15.95744681,9.57446809,6.38297872,3.19148936,0,0,6.564635958734694,,
2002Q2,96,1.2,0,10,25,40,20,5,0,0,0,0,3.6363636363636362,,
""
TARGET_PERIOD,FCT_SOURCE,10,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,
2002Q3,1,1.2,0,5,15,30,25,15,10,0,0,0,4.761904761904762,,
2002Q3,2,2,0,0,0,0,30,40,30,0,0,0,2.9411764705882355,,
2002Q3,3,1.8,0,0,10,20,30,30,10,0,0,0,4.166666666666667,,
2002Q3,4,1.4,0,0,0,50,50,0,0,0,0,0,2.0,,
2002Q3,7,1.5,,,,,,,,,,,1,,
2002Q3,11,3,0,0,0,0,0,0,50,50,0,0,2.0,,
2002Q3,14,1.8,0,0,0,10,70,20,0,0,0,0,1.8518518518518519,,
