TARGET_PERIOD,FCT_SOURCE,8,T9_0,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5T11_9,F12_0,Volatility,
2002Aug,72,8.8,0,0,0,0,25,50,20,5,0,0,0,0,0,2.816901408450704
2002Aug,76,8.1,0,2.5,7.5,15,35,20,12.5,5,2.5,0,0,0,0,4.761904761904762
2002Aug,80,8.5,,,,,,,,,,,,,,1
2002Aug,87,8.8,0,0,0,5,15,35,25,15,5,0,0,0,0,4.25531914893617
2002Aug,89,7.8,0,5,30,45,15,5,0,0,0,0,0,0,0,3.125
2002Aug,90,8.3,0,0,0,0,85,15,0,0,0,0,0,0,0,1.342281879194631
2002Aug,91,8.4,0,0,.5005005,12.11211211,48.64864865,34.43443443,4.2042042,.1001001,0,0,0,0,0,2.6902979544322814
2002Aug,92,8,0,5.80116023,13.76275255,24.75495099,27.29545909,18.46369274,7.65153031,1.94038808,.30006001,.030006,0,0,0,5.039747452056754
2002Aug,93,9.3,0,0,0,0,0,10,50,40,0,0,0,0,0,2.380952380952381
2002Aug,94,8.6,0,0,0,0,20,60,20,0,0,0,0,0,0,2.272727272727273
2002Aug,95,8.7,0,0,5,13,23,32,19,6,2,0,0,0,0,4.655493482309126
2002Aug,96,8.6,0,0,0,5,15,35,30,10,5,0,0,0,0,4.0
""
TARGET_PERIOD,FCT_SOURCE,13,T6_5,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5T11_9,F12_0,Volatility
2002Nov,1,8.7,0,0,0,10,25,30,25,10,0,0,0,0,0,4.25531914893617
2002Nov,2,9,0,0,0,0,0,30,50,20,0,0,0,0,0,2.6315789473684212
2002Nov,3,8.8,0,0,0,0,20,50,30,0,0,0,0,0,0,2.6315789473684212
2002Nov,4,9.2,0,0,0,0,10,40,50,0,0,0,0,0,0,2.380952380952381
2002Nov,7,8.8,,,,,,,,,,,,,,1
2002Nov,11,9.3,0,0,0,0,0,10,60,30,0,0,0,0,0,2.1739130434782608
2002Nov,14,8.6,0,0,0,0,20,70,10,0,0,0,0,0,0,1.8518518518518519
2002Nov,15,8.7,0,0,0,10,25,55,5,5,0,0,0,0,0,2.6315789473684212
2002Nov,16,8.7,0,0,0,0,5,10,20,30,20,10,5,0,0,5.128205128205129
2002Nov,17,7.9,0,5,20,40,30,5,0,0,0,0,0,0,0,3.389830508474576
2002Nov,20,8.2,0,0,0,25,65,10,0,0,0,0,0,0,0,2.0202020202020203
2002Nov,22,9,0,0,0,0,0,5,15,30,35,10,5,0,0,4.0
2002Nov,26,8.5,0,0,0,0,25,65,10,0,0,0,0,0,0,2.0202020202020203
2002Nov,28,8.6,0,0,0,0,15,80,5,0,0,0,0,0,0,1.5037593984962405
2002Nov,31,8.5,,,,,,,,,,,,,,1
2002Nov,32,8.2,0,0,0,10,45,35,10,0,0,0,0,0,0,2.898550724637681
2002Nov,33,8.2,0,0,0,10,80,10,0,0,0,0,0,0,0,1.5151515151515151
2002Nov,35,8.4,0,0,0,0,60,40,0,0,0,0,0,0,0,1.9230769230769231
2002Nov,36,8.4,0,0,0,15,35,35,15,0,0,0,0,0,0,3.4482758620689653
2002Nov,37,8.6,0,0,0,0,20,80,0,0,0,0,0,0,0,1.4705882352941178
2002Nov,39,9,0,0,0,0,5,40,50,5,0,0,0,0,0,2.4096385542168677
2002Nov,41,8.5,,,,,,,,,,,,,,1
2002Nov,42,8.2,0,0,0,15,75,10,0,0,0,0,0,0,0,1.680672268907563
2002Nov,47,8.5,0,0,0,0,10,70,20,0,0,0,0,0,0,1.8518518518518519
2002Nov,48,8.6,0,0,0,0,40,40,20,0,0,0,0,0,0,2.7777777777777777
2002Nov,50,8.2,0,0,0,0,50,50,0,0,0,0,0,0,0,2.0
2002Nov,52,9,0,0,0,0,0,60,40,0,0,0,0,0,0,1.9230769230769231
2002Nov,53,8.4,0,0,0,0,60,40,0,0,0,0,0,0,0,1.9230769230769231
2002Nov,54,9.5,0,0,0,0,0,0,40,60,0,0,0,0,0,1.9230769230769231
2002Nov,56,8.5,0,0,0,0,40,50,10,0,0,0,0,0,0,2.380952380952381
2002Nov,59,8.3,,,,,,,,,,,,,,1
2002Nov,61,8.9,0,0,0,0,0,55,35,10,0,0,0,0,0,2.2988505747126435
2002Nov,65,8.8,0,0,0,0,10,40,40,10,0,0,0,0,0,2.9411764705882355
2002Nov,72,8.8,0,0,0,0,20,50,30,0,0,0,0,0,0,2.6315789473684212
2002Nov,76,8.2,.5,2,7.5,20,40,20,7.5,2,.5,0,0,0,0,3.966679888932963
2002Nov,80,8.8,,,,,,,,,,,,,,1
2002Nov,87,9,0,0,0,5,10,30,35,15,5,0,0,0,0,4.0
2002Nov,89,8,0,0,0,20,60,20,0,0,0,0,0,0,0,2.272727272727273
2002Nov,90,8.6,0,0,0,0,5,85,10,0,0,0,0,0,0,1.3605442176870748
2002Nov,91,8.9,0,0,.00000027,.00884419,4.77018858,61.37485125,33.22514773,.62073894,.00022904,0,0,0,0,2.0433505391463274
2002Nov,92,8.64,0,.0250752,.6318358,6.286729,24.61756,38.2858,23.7275,5.8387,.5652,.0213,.0003,0,0,3.6911890314508415
2002Nov,93,8.8,0,0,0,0,10,80,10,0,0,0,0,0,0,1.5151515151515151
2002Nov,94,8.6,0,0,0,0,30,50,20,0,0,0,0,0,0,2.6315789473684212
2002Nov,95,8.79743009,0,0,3,10,20,33,22,9,3,0,0,0,0,4.6040515653775325
2002Nov,96,8.8,0,0,0,0,15,35,35,12,3,0,0,0,0,3.536067892503536
""
TARGET_PERIOD,FCT_SOURCE,13,T5_5,F5_5T5_9,F6_0T6_4,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0,Volatility
2003Feb,1,8.7,0,0,0,0,0,0,25,45,25,5,0,0,0,3.0303030303030303
2003Feb,2,8.9,0,0,0,0,0,0,10,60,30,0,0,0,0,2.1739130434782608
2003Feb,3,8.6,0,0,0,0,0,0,40,40,20,0,0,0,0,2.7777777777777777
2003Feb,4,8.3,0,0,0,0,0,20,70,10,0,0,0,0,0,1.8518518518518519
2003Feb,5,8.4,0,0,0,0,0,0,50,50,0,0,0,0,0,2.0
2003Feb,7,8.3,,,,,,,,,,,,,,1
2003Feb,9,8.4,0,0,0,0,0,10,70,20,0,0,0,0,0,1.8518518518518519
2003Feb,11,8.7,0,0,0,0,0,0,20,70,10,0,0,0,0,1.8518518518518519
2003Feb,14,8.5,0,0,0,0,0,0,50,50,0,0,0,0,0,2.0
2003Feb,15,8.6,0,0,0,0,0,5,35,55,5,0,0,0,0,2.3255813953488373
2003Feb,16,8.4,0,0,0,0,2,20,28,25,20,5,0,0,0,4.468275245755139
2003Feb,17,7.9,0,0,0,5,20,40,30,5,0,0,0,0,0,3.389830508474576
2003Feb,19,7.8,0,0,0,0,0,85,15,0,0,0,0,0,0,1.342281879194631
2003Feb,22,8.6,0,0,0,0,5,10,25,35,20,5,0,0,0,4.166666666666667
2003Feb,24,8.5,0,0,0,0,5,10,40,40,5,0,0,0,0,2.985074626865672
2003Feb,26,8.2,0,0,0,0,0,5,65,30,0,0,0,0,0,1.941747572815534
2003Feb,28,8.4,,,,,,,,,,,,,,1
2003Feb,29,8.2,0,0,0,0,0,20,70,10,0,0,0,0,0,1.8518518518518519
2003Feb,31,8.1,0,0,0,0,0,20,80,0,0,0,0,0,0,1.4705882352941178
2003Feb,32,8.2,0,0,0,0,5,25,40,25,5,0,0,0,0,3.4482758620689653
2003Feb,33,8.1,0,0,0,0,0,40,60,0,0,0,0,0,0,1.9230769230769231
2003Feb,35,8.1,0,0,0,0,0,20,70,10,0,0,0,0,0,1.8518518518518519
2003Feb,36,8.4,0,0,0,0,0,15,35,35,10,5,0,0,0,3.5714285714285716
2003Feb,37,8.4,0,0,0,0,0,0,55,45,0,0,0,0,0,1.9801980198019802
2003Feb,39,8,0,0,0,0,10,40,40,10,0,0,0,0,0,2.9411764705882355
2003Feb,41,8.4,,,,,,,,,,,,,,1
2003Feb,42,8.1,0,0,0,0,0,40,60,0,0,0,0,0,0,1.9230769230769231
2003Feb,48,8.5,0,0,0,0,0,0,40,50,10,0,0,0,0,2.380952380952381
2003Feb,50,8,0,0,0,0,0,50,50,0,0,0,0,0,0,2.0
2003Feb,52,8.6,0,0,0,0,0,0,50,50,0,0,0,0,0,2.0
2003Feb,53,8.2,0,0,0,0,0,40,60,0,0,0,0,0,0,1.9230769230769231
2003Feb,54,8.9,0,0,0,0,0,0,10,50,40,0,0,0,0,2.380952380952381
2003Feb,56,8.4,0,0,0,0,0,10,55,35,0,0,0,0,0,2.2988505747126435
2003Feb,60,8.2,0,0,0,0,0,35,55,10,0,0,0,0,0,2.2988505747126435
2003Feb,66,8.4,0,0,0,0,0,10,50,30,10,0,0,0,0,2.7777777777777777
2003Feb,67,8.2,,,,,,,,,,,,,,1
2003Feb,76,7.9,0,0,2.5,5,15,35,25,10,5,2.5,0,0,0,4.4692737430167595
2003Feb,80,8.6,,,,,,,,,,,,,,1
2003Feb,85,8.5,0,0,0,0,0,1.9,48.1,48.1,1.9,0,0,0,0,2.1577580031244334
2003Feb,87,8.6,0,0,0,0,0,0,15,30,30,15,10,0,0,4.25531914893617
2003Feb,89,7.8,0,0,0,5,30,45,15,5,0,0,0,0,0,3.125
2003Feb,90,8.3,0,0,0,0,0,10,80,10,0,0,0,0,0,1.5151515151515151
2003Feb,92,8.6,0,.4502009004,.0157000314,0,.2459027978,.0005416951,.5733081466,7.2559035118,38.1171762344,26.3821127642,21.9453438907,5.0138100276,0,3.691519472773836
2003Feb,93,8.3,0,0,0,0,0,10,70,20,0,0,0,0,0,1.8518518518518519
2003Feb,94,8.5,0,0,0,0,0,0,40,50,10,0,0,0,0,2.380952380952381
2003Feb,95,8.4783657921,0,0,0,0,6,14,27,31,16,6,0,0,0,4.516711833785005
2003Feb,96,8.6,0,0,0,0,0,0,30,45,15,10,0,0,0,3.076923076923077
""
TARGET_PERIOD,FCT_SOURCE,13,T5_5,F5_5T5_9,F6_0T6_4,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0,Volatility
2003May,2,8.5,0,0,0,0,0,0,40,50,10,0,0,0,0,2.380952380952381
2003May,4,8.2,0,0,0,0,0,20,80,0,0,0,0,0,0,1.4705882352941178
2003May,5,8,0,0,0,0,0,30,40,30,0,0,0,0,0,2.9411764705882355
2003May,9,8.8,0,0,0,0,0,0,0,60,40,0,0,0,0,1.9230769230769231
2003May,10,8,.62096799,1.16546776,3.6934932,8.08668121,13.85869634,18.59190395,19.52495921,16.05182117,10.33033805,5.20402184,2.0518964,.63316487,.18658801,7.1641895800682835
2003May,11,8.3,0,0,0,0,0,10,70,20,0,0,0,0,0,1.8518518518518519
2003May,14,8.9,0,0,0,0,0,0,20,70,10,0,0,0,0,1.8518518518518519
2003May,15,6.4,0,0,0,0,0,15,65,20,0,0,0,0,0,2.0618556701030926
2003May,17,8,0,0,0,0,10,30,40,20,0,0,0,0,0,3.3333333333333335
2003May,19,7.7,0,0,0,0,0,90,10,0,0,0,0,0,0,1.2195121951219512
2003May,22,8.5,0,0,0,0,0,5,40,45,10,0,0,0,0,2.6666666666666665
2003May,24,8.4,0,0,0,0,0,10,45,40,5,0,0,0,0,2.6666666666666665
2003May,26,8.1,0,0,0,0,10,30,35,25,0,0,0,0,0,3.508771929824561
2003May,28,8.1,0,0,0,0,10,30,30,20,10,0,0,0,0,4.166666666666667
2003May,31,8,0,0,0,0,0,45,55,0,0,0,0,0,0,1.9801980198019802
2003May,32,8.1,0,0,0,0,5,30,40,20,5,0,0,0,0,3.389830508474576
2003May,33,8.2,0,0,0,0,0,10,80,10,0,0,0,0,0,1.5151515151515151
2003May,35,8.2,0,0,0,0,0,15,70,15,0,0,0,0,0,1.8691588785046729
2003May,36,8,0,0,0,0,5,35,40,20,0,0,0,0,0,3.076923076923077
2003May,37,8.3,0,0,0,0,0,10,90,0,0,0,0,0,0,1.2195121951219512
2003May,39,7.9,0,0,0,5,15,35,30,15,0,0,0,0,0,3.8461538461538463
2003May,41,8.3,,,,,,,,,,,,,,1
2003May,42,8.2,0,0,0,0,0,20,70,10,0,0,0,0,0,1.8518518518518519
2003May,48,8.5,0,0,0,0,0,10,30,40,20,0,0,0,0,3.3333333333333335
2003May,52,8,0,0,0,0,0,40,50,10,0,0,0,0,0,2.380952380952381
2003May,53,8,0,0,0,0,0,0,60,40,0,0,0,0,0,1.9230769230769231
2003May,54,8.7,0,0,0,0,0,0,10,50,40,0,0,0,0,2.380952380952381
2003May,56,8,0,0,0,0,5,40,50,5,0,0,0,0,0,2.4096385542168677
2003May,59,8.4,0,0,0,0,0,25,50,20,5,0,0,0,0,2.816901408450704
2003May,60,8.1,0,0,0,0,0,25,55,20,0,0,0,0,0,2.4691358024691357
2003May,61,8,0,0,0,0,10,30,50,10,0,0,0,0,0,2.7777777777777777
2003May,66,8.3,0,0,0,0,0,25,45,30,0,0,0,0,0,2.816901408450704
2003May,71,8.1,0,0,0,0,0,30,38,27,5,0,0,0,0,3.227888960619755
2003May,76,8,0,0,0,1,3,30,45,17.5,2.5,1,0,0,0,3.0783438510081576
2003May,80,8.2,,,,,,,,,,,,,,1
2003May,87,7.95,0,0,0,0,10,40,40,10,0,0,0,0,0,2.9411764705882355
2003May,89,7.7,0,0,0,5,30,45,15,5,0,0,0,0,0,3.125
2003May,90,8.1,0,0,0,0,0,15,85,0,0,0,0,0,0,1.342281879194631
2003May,91,8.3,.00000107,.00021146,.01591457,.44999507,5.01380677,21.94537755,38.11686316,26.38215922,7.25591824,.7860548,.03315639,.00053836,.00000334,3.6912334639869933
2003May,92,8.5,0,0,.00133541,.06738469,1.3216199,10.11656,30.5669,36.7408,17.5924,3.3375,.2483,.0071,.0001,3.6913841664469946
2003May,93,8.5,0,0,0,0,0,0,35,65,0,0,0,0,0,1.834862385321101
2003May,94,8.5,0,0,0,0,0,10,25,30,25,10,0,0,0,4.25531914893617
2003May,95,8.1967157,0,0,1,3,11,19,26,25,10,4,1,0,0,5.2356020942408374
""
TARGET_PERIOD,FCT_SOURCE,13,T5_5,F5_5T5_9,F6_0T6_4,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0,Volatility
2003Aug,1,8.3,0,0,0,0,10,20,30,30,10,0,0,0,0,4.166666666666667
2003Aug,2,8.6,0,0,0,0,0,0,20,60,20,0,0,0,0,2.272727272727273
2003Aug,3,8.8,0,0,0,0,0,0,30,40,20,10,0,0,0,3.3333333333333335
2003Aug,4,8.5,0,0,0,0,0,0,50,50,0,0,0,0,0,2.0
2003Aug,5,8.4,0,0,0,0,0,5,80,15,0,0,0,0,0,1.5037593984962405
2003Aug,7,8.5,,,,,,,,,,,,,,1
2003Aug,10,8.5,.13499672,.33112546,1.32031356,3.6934932,8.08668121,13.85869634,18.59190395,19.52495921,16.05182117,10.33033805,5.20402184,2.0518964,.81975289,7.162324576267946
2003Aug,11,8.7,0,0,0,0,0,0,20,60,20,0,0,0,0,2.272727272727273
2003Aug,14,8.8,,,,,,,,,,,,,,1
2003Aug,15,8,0,0,0,0,0,30,55,15,0,0,0,0,0,2.4096385542168677
2003Aug,16,8.8,0,0,.5,1,5,11,21,26,25,10,.5,0,0,5.026388539834129
2003Aug,17,8.4,,,,,,,,,,,,,,1
2003Aug,19,7.7,0,0,0,0,0,90,10,0,0,0,0,0,0,1.2195121951219512
2003Aug,20,8.5,0,0,0,0,0,0,50,50,0,0,0,0,0,2.0
2003Aug,22,8.5,0,0,0,0,5,10,25,40,15,5,0,0,0,3.8461538461538463
2003Aug,24,8.5,0,0,0,0,0,5,40,50,5,0,0,0,0,2.4096385542168677
2003Aug,26,8.2,0,0,0,0,0,10,60,30,0,0,0,0,0,2.1739130434782608
2003Aug,29,8.4,0,0,0,0,0,5,60,35,0,0,0,0,0,2.0618556701030926
2003Aug,31,8.3,0,0,0,0,0,10,70,20,0,0,0,0,0,1.8518518518518519
2003Aug,32,8.1,0,0,0,0,5,20,45,20,5,5,0,0,0,3.4482758620689653
2003Aug,33,8,0,0,0,0,0,50,50,0,0,0,0,0,0,2.0
2003Aug,35,8.3,0,0,0,0,0,20,60,20,0,0,0,0,0,2.272727272727273
2003Aug,36,8,0,0,0,0,5,35,40,20,0,0,0,0,0,3.076923076923077
2003Aug,37,8.1,0,0,0,0,0,40,60,0,0,0,0,0,0,1.9230769230769231
2003Aug,41,8.3,,,,,,,,,,,,,,1
2003Aug,42,8.1,0,0,0,0,0,5,95,0,0,0,0,0,0,1.1049723756906078
2003Aug,47,8.5,,,,,,,,,,,,,,1
2003Aug,48,8.6,0,0,0,0,0,0,0,100,0,0,0,0,0,1.0
2003Aug,52,8.4,0,0,0,0,0,10,60,30,0,0,0,0,0,2.1739130434782608
2003Aug,53,8.4,0,0,0,0,0,0,50,50,0,0,0,0,0,2.0
2003Aug,54,8.7,0,0,0,0,0,0,40,60,0,0,0,0,0,1.9230769230769231
2003Aug,56,8.2,0,0,0,0,0,5,70,25,0,0,0,0,0,1.8018018018018018
2003Aug,59,8.6,0,0,0,0,0,10,30,30,20,10,0,0,0,4.166666666666667
