TARGET_PERIOD,FCT_SOURCE,8,T9_0,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5T11_9,F12_0,Volatility,
2014Nov,4,11.9,,,,,,,,,5,10,20,25,25,10,5,,,,,5.2631578947368425
2014Nov,5,11.7,,,,,,,,,1,5,25,30,20,15,3,1,,,,4.574565416285453
2014Nov,6,12,,,,,,,,,,,,40,60,,,,,,,1.9230769230769231
2014Nov,8,12.1,,,,,,,,,,5,10,30,40,15,,,,,,3.508771929824561
2014Nov,14,11.7,,,,,,,,,,,,,,,,,,,,1
2014Nov,15,11.9,,,,,,,,,,5,15,35,25,15,5,,,,,4.25531914893617
2014Nov,16,12,0,0,0,0,0,0,0,1,2,5,9,20,21,18,13,8,3,0,0,6.587615283267457
2014Nov,20,11.8,,,,,,,,,,,15,50,35,,,,,,,2.5316455696202533
2014Nov,22,12.1,,,,,,,,,,,10,20,50,20,,,,,,2.9411764705882355
2014Nov,23,11.7,,,,,,,,,5,10,20,25,20,15,5,,,,,5.555555555555555
2014Nov,24,12.2443600648,,,,,,,,,5,8,12,15,20,17,12,8,3,,,7.331378299120234
2014Nov,26,11.8,,,,,,,,,,,,55,45,,,,,,,1.9801980198019802
2014Nov,31,12.1,,,,,,,,,,,15,30,40,15,,,,,,3.389830508474576
2014Nov,37,12,,,,,,,,,,,2,47,48,3,,,,,,2.209456473707468
2014Nov,38,11.9,,,,,,,,,,,20,60,20,,,,,,,2.272727272727273
2014Nov,39,11.8,,,,,,,,,,10,20,45,20,5,,,,,,3.389830508474576
2014Nov,42,12.4,,,,,,,,,,,,20,50,30,,,,,,2.6315789473684212
2014Nov,47,12.1,,,,,,,,,,,,,,,,,,,,1
2014Nov,48,11.9,,,,,,,,,,,,,,,,,,,,1
2014Nov,52,12,0,0,0,0,0,0,0,1,2,5,14,25,26,16,7,3,1,0,0,5.428881650380022
2014Nov,57,11.8,,,,,,,,,,,,,,,,,,,,1
2014Nov,68,12,,0,0,0,0,0,0,0,0,0,0,40,50,10,0,0,0,0,,2.380952380952381
2014Nov,82,12,,,,,,,,,,,,,,,,,,,,1
2014Nov,85,12.0420720765,.0000008401,.0000127462,.00015888,.0015484444,.0118017053,.0703557509,.3281242246,1.1973815333,3.4193692634,7.6424496698,13.3701162122,18.3098344361,19.6289836283,16.4732494563,10.8222854122,5.5653652759,2.2400994848,.7056544172,.2132086191,7.163440792121562
2014Nov,88,12.2,,,,,,,,,2.5,5,10,20,25,20,10,5,2.5,,,5.925925925925926
2014Nov,89,11.3,,,,,,,2.5,2.5,10,20,25,20,12.5,5,2.5,,,,,5.797101449275362
2014Nov,91,12,0,0,0,0,0,0,0,0,0,0,7.5,45,45,2.5,0,0,0,0,0,2.43161094224924
2014Nov,94,11.8,,,,,,,,2,6,10,16,26,14,12,8,4,2,,,6.684491978609626
2014Nov,95,12.033,0,0,0,0,0,0,0,0,0,4.1,9.6,31.3,30.3,20,4.7,0,0,0,0,4.1171917458539875
2014Nov,96,11.6,,,,,,,,,,5,20,35,25,10,5,,,,,4.166666666666667
2014Nov,98,12.2,,,,,,,,,,2.5,12.5,22.5,30,17.5,15,,,,,4.761904761904762
2014Nov,99,11.8,,,,,,,,,,,,,,,,,,,,1
2014Nov,101,12.2,,,,,,,,,,,,10,80,10,,,,,,1.5151515151515151
2014Nov,103,11.6,,,,,,,,,,5,25,40,25,5,,,,,,3.4482758620689653
2014Nov,105,11.9,,,,,,,,,,,5,60,25,10,,,,,,2.2988505747126435
2014Nov,107,12.1988283964,0,0,0,0,0,0,.0000000001,.0000003712,.0003464168,.065947235,2.6452596952,23.4083172383,47.9557278763,23.2503096457,2.6091735046,.064580915,.0003367434,.0000003582,.0000000001,2.939368105718143
2014Nov,108,12.49929,,,,,,,,,,,.84,13.4,29.73,35.19,18.28,2.56,,,,3.7833121581351836
2014Nov,110,12,0,0,.0000000013,.000000139,.0000089103,.0003418385,.0078624251,.1086129491,.9028052627,4.5233299895,13.6818522224,25.0130876969,27.6583116523,18.4999893496,7.4817172255,1.8276002277,.2692749483,.0238897173,.0013154444,4.998110282764995
2014Nov,112,12,,,,,,,,,,5,10,25,30,20,10,,,,,4.651162790697675
""
TARGET_PERIOD,FCT_SOURCE,19,T6_5,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5T11_9,F12_0T12_4,F12_5T12_9,F13_0T13_4,F13_5T13_9,F14_0T14_4,F14_5T14_9,F15_0,Volatility
2015Feb,1,11.6,,,,,,,,,,5,30,50,15,,,,,,,2.73972602739726
2015Feb,2,11.7,,,,,,,,,,10,38,42,10,,,,,,,2.9342723004694835
2015Feb,4,11.7,,,,,,,,,5,10,20,25,25,10,5,,,,,5.2631578947368425
2015Feb,5,11.2,,,,,,,1,5,15,25,20,20,5,4,3,2,,,,5.78034682080925
2015Feb,6,11.7,,,,,,,,,,,20,70,10,,,,,,,1.8518518518518519
2015Feb,14,11.6,,,,,,,,,,,,,,,,,,,,1
2015Feb,15,11.7,,,,,,,,,,15,20,30,20,10,5,,,,,4.878048780487805
2015Feb,16,11.3,0,0,0,0,0,0,1,2,8,14,21,18,14,10,7,3,2,0,0,7.204610951008645
2015Feb,20,11.6,,,,,,,,,,,35,50,15,,,,,,,2.5316455696202533
2015Feb,22,11.8,,,,,,,,,,10,20,50,20,,,,,,,2.9411764705882355
2015Feb,23,11.6,,,,,,,,,5,10,20,25,20,15,5,,,,,5.555555555555555
2015Feb,24,11.9,0,0,0,0,0,0,0,2,8,10,14,20,17,12,9,8,0,0,0,7.451564828614008
2015Feb,26,11.7,,,,,,,,,,,20,55,25,,,,,,,2.4691358024691357
2015Feb,31,11.8,,,,,,,,,,5,20,40,30,5,,,,,,3.389830508474576
2015Feb,37,11.6,,,,,,,,,,,30,50,20,,,,,,,2.6315789473684212
2015Feb,38,11.6,,,,,,,,,,,20,60,20,,,,,,,2.272727272727273
2015Feb,39,11.4,,,,,,,,,5,25,40,25,5,,,,,,,3.4482758620689653
2015Feb,47,11.8,,,,,,,,,,,,,,,,,,,,1
2015Feb,48,11.6,,,,,,,,,,,,,,,,,,,,1
2015Feb,52,12,0,0,0,0,0,0,0,1,2,5,14,25,26,17,7,2,1,0,0,5.347593582887701
2015Feb,56,11.5,,,,,,,,,,,,,,,,,,,,1
2015Feb,57,11.7,,,,,,,,,,,,,,,,,,,,1
2015Feb,59,11.5,,,,,,,,,,10,40,40,10,,,,,,,2.9411764705882355
2015Feb,63,11.6,,,,,,,,,,15,25,40,20,,,,,,,3.508771929824561
2015Feb,68,11.8,,0,0,0,0,0,0,0,0,0,18,55,20,7,0,0,0,0,,2.632964718272775
2015Feb,82,11.8,,,,,,,,,,,,,,,,,,,,1
2015Feb,85,11.514836192,.0000157007,.0001810021,.0017405696,.013089607,.0769966646,.3543277447,1.2758442645,3.5951131096,7.9287225439,13.6871140588,18.4956028223,19.5654491261,16.202388332,10.5032952265,5.3297329551,2.1168103752,.6579708735,.1600371293,.0355678947,7.163511264871945
2015Feb,88,11.8,,,,,,,,2.5,5,10,20,25,20,10,5,2.5,,,,5.925925925925926
2015Feb,89,11.45,,,,,,,5,5,7.5,12.5,17.5,20,12.5,10,7.5,2.5,,,,7.766990291262136
2015Feb,91,11.8,0,0,0,0,0,0,0,0,0,0,10,55,32.5,2.5,0,0,0,0,0,2.388059701492537
2015Feb,94,11.7,,,,,,1,2,4,7,10,14,26,12,10,8,4,2,,,7.299270072992701
2015Feb,95,11.882,0,0,0,0,0,0,0,0,3,6.1,10.6,36.5,24.1,15,4.7,0,0,0,0,4.312724261661606
2015Feb,96,11.6,,,,,,,,,5,10,25,35,20,5,,,,,,4.166666666666667
2015Feb,98,11.7,,,,,,,,,2.5,12.5,22.5,30,17.5,15,,,,,,4.761904761904762
2015Feb,101,12,,,,,,,,,,,,30,50,20,,,,,,2.6315789473684212
2015Feb,103,11.4,,,,,,,,,,20,35,32.5,10,2.5,,,,,,3.587443946188341
2015Feb,105,11.5,,,,,,,,,,5,20,55,15,5,,,,,,2.7027027027027026
2015Feb,107,11.9029234918,.0000000002,0,0,0,0,0,.0000000079,.0000175379,.0075248586,.6392762848,11.2261072862,43.0134020009,37.4338551523,7.3641964405,.3128932098,.0027225585,.0000046612,.0000000013,0,2.9135748243483444
2015Feb,110,11.7,0,0,0,.0000000038,.0000007888,.000080263,.0040045649,.0983951494,1.1963106407,7.2324521533,21.837490319,33.0344031385,25.0689860663,9.5353659295,1.8127612095,.1715232714,.0080386784,.0001857062,.0000021171,4.265138315903736
2015Feb,112,12,,,,,,,,,,5,10,25,30,20,10,,,,,4.651162790697675
""
TARGET_PERIOD,FCT_SOURCE,19,T6_5,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5T11_9,F12_0T12_4,F12_5T12_9,F13_0T13_4,F13_5T13_9,F14_0T14_4,F14_5T14_9,F15_0,Volatility
2015May,4,11.3,,,,,,,,,5,10,20,25,25,10,5,,,,,5.2631578947368425
2015May,6,11.2,,,,,,,,,,15,60,25,,,,,,,,2.247191011235955
2015May,14,11.6,,,,,,,,,,,,,,,,,,,,1
2015May,15,11.4,,,,,,,,,10,20,30,20,10,5,5,,,,,5.128205128205129
2015May,16,11.1,0,0,0,0,0,0,1,2,8,14,21,18,14,10,7,3,2,0,0,7.204610951008645
2015May,20,11.5,,,,,,,,,,,35,50,15,,,,,,,2.5316455696202533
2015May,22,11.3,,,,,,,,,10,25,40,20,5,,,,,,,3.6363636363636362
2015May,23,11.2,,,,,,,,,2,18,30,25,15,8,2,,,,,4.659832246039143
2015May,24,11.5,,,,,,,,8,10,12,15,20,15,12,5,3,,,,7.485029940119761
2015May,29,11.8,,,,,,,,,,,30,40,30,,,,,,,2.9411764705882355
2015May,36,11.4,,,,,,,,,5,10,45,30,10,,,,,,,3.1746031746031744
2015May,37,11.1,,,,,,,,,,26,50,24,,,,,,,,2.6652452025586357
2015May,38,11.5,,,,,,,,,,,20,60,20,,,,,,,2.272727272727273
2015May,39,11.3,,,,,,,,,5,25,40,25,5,,,,,,,3.4482758620689653
2015May,42,12.4,,,,,,,,,,,5,10,70,15,,,,,,1.9047619047619047
2015May,47,11.5,,,,,,,,,,,,,,,,,,,,1
2015May,48,11.4,,,,,,,,,,,,,,,,,,,,1
2015May,52,11.3,0,0,0,0,0,0,1,3,8,19,27,23,12,4,2,1,0,0,0,5.382131324004305
2015May,57,10.8,,,,,,,,,,,,,,,,,,,,1
2015May,59,11.3,,,,,,,,,,20,60,20,,,,,,,,2.272727272727273
2015May,63,11.2,,,,,,,,,5,30,40,20,5,,,,,,,3.389830508474576
2015May,68,11.5,,0,0,0,0,0,0,0,0,2,43,45,10,0,0,0,0,0,,2.513826043237808
2015May,72,11,,,,,,,,,,,,,,,,,,,,1
2015May,85,11.4236410462,.0000061816,.0000897898,.0010446956,.0092593675,.0625341539,.3218899156,1.2631437852,3.7795790584,8.6249235002,15.0123208129,19.9325308934,20.1892681084,15.5999498461,9.1949791504,4.1339362595,1.4174388981,.3705936404,.0738679304,.0126440126,6.812883075962774
2015May,88,11.7,,,,,,,,2.5,5,10,20,25,20,10,5,2.5,,,,5.925925925925926
2015May,89,11.2,,,,,,,2.5,7.5,10,17.5,25,17.5,10,5,2.5,2.5,,,,6.504065040650406
2015May,91,11.5,0,0,0,0,0,0,0,0,0,2.5,40,45,10,2.5,0,0,0,0,0,2.6755852842809364
2015May,94,11.2,,,,,,1,3,5,12,20,22,16,8,6.5,4,2,.5,,,6.918021445866483
2015May,95,11.487,0,0,0,0,0,0,0,0,6.1,10.6,36.5,24.1,15,4.7,3,0,0,0,0,4.312724261661606
2015May,96,11.2,,,,,,,,5,10,20,35,25,5,,,,,,,4.166666666666667
2015May,98,11,,,,,,,,,,15,15,25,20,15,10,,,,,5.555555555555555
2015May,103,11.2,,,,,,,,,,20,45,30,5,,,,,,,2.985074626865672
2015May,105,11.4,,,,,,,,0,,5,45,35,15,0,,,,,,2.857142857142857
2015May,108,11.4798146575,,,,,,,,,3.89,15.28,26.85,30.02,18.09,5.87,,,,,,4.479406912190724
2015May,110,11.3,0,0,.0000000008,.0000002046,.000026294,.0016326193,.0491925108,.722839515,5.2067409126,18.4745521032,32.4099045261,28.162580521,12.1158623745,2.5737651226,.2688221607,.0137354361,.0003415605,.0000041142,.000000024,4.2266001366369945
2015May,112,12,,,,,,,,,,5,10,25,30,20,10,,,,,4.651162790697675
2015May,114,11.7,,,,,,,,,5,5,10,75,5,,,,,,,1.7241379310344827
""
TARGET_PERIOD,FCT_SOURCE,19,T6_5,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5T11_9,F12_0T12_4,F12_5T12_9,F13_0T13_4,F13_5T13_9,F14_0T14_4,F14_5T14_9,F15_0,Volatility
2015Aug,1,11.5,,,,,,,,,,15,40,40,5,,,,,,,2.898550724637681
2015Aug,2,11.4,,,,,,,,,,15,45,30,10,,,,,,,3.076923076923077
2015Aug,6,11.3,,,,,,,,,,,60,40,,,,,,,,1.9230769230769231
2015Aug,14,11.6,,,,,,,,,,,,,,,,,,,,1
2015Aug,15,11.4,,,,,,,,,10,20,30,20,10,5,5,,,,,5.128205128205129
2015Aug,16,11.2,0,0,0,0,0,0,1,2,8,14,21,18,14,10,7,3,2,0,0,7.204610951008645
2015Aug,20,11.3,,,,,,,,,,30,45,20,5,,,,,,,2.985074626865672
2015Aug,23,11.2,,,,,,,,,2,18,30,25,15,8,2,,,,,4.659832246039143
2015Aug,24,11.4847181528,,,,,,,,8,10,12,15,20,15,12,5,3,,,,7.485029940119761
2015Aug,26,11.8,,,,,,,,,,,20,55,25,,,,,,,2.4691358024691357
2015Aug,29,11.6,,,,,,,,,,,30,50,20,,,,,,,2.6315789473684212
2015Aug,31,11.3,,,,,,,,,5,25,50,15,5,,,,,,,2.9411764705882355
2015Aug,37,11.2,,,,,,,,,,7,57,35,1,,,,,,,2.2104332449160036
2015Aug,38,11.4,,,,,,,,,,20,60,20,,,,,,,,2.272727272727273
2015Aug,39,11.2,,,,,,,,,,15,50,30,5,,,,,,,2.73972602739726
2015Aug,47,11.4,,,,,,,,,,,,,,,,,,,,1
2015Aug,48,11.2,,,,,,,,,,,,,,,,,,,,1
2015Aug,49,11.4,,,,,,,,,,,,,,,,,,,,1
2015Aug,52,11.3,0,0,0,0,0,0,0,3,8,19,27,23,12,5,2,1,0,0,0,5.359056806002144
2015Aug,54,11.2,,,,,,,,,5,20,50,20,5,,,,,,,2.985074626865672
2015Aug,57,10.8,,,,,,,,,,,,,,,,,,,,1
2015Aug,59,11.3,,,,,,,,,,20,60,20,,,,,,,,2.272727272727273
2015Aug,61,11.2,,,,,,,,,,40,60,,,,,,,,,1.9230769230769231
2015Aug,63,11.3,,,,,,,,,,15,45,35,5,,,,,,,2.857142857142857
2015Aug,68,11.3,,,,,,,,,0,18,47,30,5,0,0,,,,,2.891844997108155
2015Aug,82,11.3,,,,,,,,,,,,,,,,,,,,1
2015Aug,85,11.3763310395,.0000081056,.0001145868,.0012993039,.011223466,.0738751417,.3706242028,1.4175343284,4.1341520251,9.1953200119,15.6002923205,20.1894062188,19.9323660399,15.0119697774,8.6245914444,3.7793763888,1.2630569396,.3218629106,.06252796,.0103988278,6.812883126598239
2015Aug,88,11.4,,,,,,,2.5,5,10,21,24,20,10,5,2.5,,,,,5.954153021732658
2015Aug,89,11.2,,,,,,,2.5,7.5,10,17.5,25,17.5,10,5,2.5,2.5,,,,6.504065040650406
2015Aug,91,10.8,0,0,0,0,0,0,0,0,7.5,40,35,15,2.5,0,0,0,0,0,0,3.21285140562249
2015Aug,94,11.1,,,,,,2,4,8,11,18,22,15,8,6,4,2,,,,7.363770250368189
2015Aug,95,11.312,0,0,0,0,0,0,0,2,5.8,15.3,41.8,20,10,5.1,0,0,0,0,0,3.929303963095977
2015Aug,96,11.1,,,,,,,,5,10,20,35,25,5,,,,,,,4.166666666666667
2015Aug,98,11,,,,,,,,5,15,20,25,20,10,5,,,,,,5.555555555555555
2015Aug,101,11,,,,,,,,,,,,,,,,,,,,1
2015Aug,102,11.4,,,,,,,,5,5,5,30,40,15,,,,,,,3.5714285714285716
2015Aug,107,11.4805134568,0,0,0,.0000000006,.0000002921,.0000593057,.0048903553,.1650247956,2.2998124826,13.3661466137,32.6768519009,33.7817621726,14.7714616063,2.7184814129,.2087946095,.0066278419,.0000861543,.000000455,.000000001,3.818857484485711
2015Aug,108,10.79373,,,,,,,,4.04,20.64,36.69,28.03,10.51,.09,,,,,,,3.724899207952332
2015Aug,110,11.2,.0000000034,.0000001167,.0000065537,.0002257474,.004860714,.0655126559,.5534972707,2.9353771188,9.7836295806,20.5138871467,27.0762406439,22.502488932,11.7733859811,3.8757232319,.8020222052,.1042054642,.0084894871,.0004330559,.0000140908,5.210398709577427
2015Aug,112,11.3,,,,,,,,5,10,25,30,20,10,,,,,,,4.651162790697675
2015Aug,114,11.7,,,,,,,,,5,5,10,75,5,,,,,,,1.7241379310344827
""
TARGET_PERIOD,FCT_SOURCE,19,T6_5,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5T11_9,F12_0T12_4,F12_5T12_9,F13_0T13_4,F13_5T13_9,F14_0T14_4,F14_5T14_9,F15_0,Volatility
2015Nov,1,11,,,,,,,,,10,40,40,10,,,,,,,,2.9411764705882355
2015Nov,2,11.2,,,,,,,,,2,15,43,30,10,,,,,,,3.2488628979857053
2015Nov,4,11.3,,,,,,,,2.5,5,10,40,30,10,2.5,,,,,,3.65296803652968
2015Nov,5,10.9,,,,,,,,2,15,21,34,20,5,2,1,,,,,4.4326241134751765
2015Nov,6,11.2,,,,,,,,,,20,55,25,,,,,,,,2.4691358024691357
2015Nov,14,11.1,,,,,,,,,,,,,,,,,,,,1
2015Nov,15,11.2,,,,,,,,,10,20,35,20,15,,,,,,,4.25531914893617
2015Nov,16,11.1,0,0,0,0,0,0,1,2,8,14,21,18,14,10,7,3,2,0,0,7.204610951008645
2015Nov,20,11.3,,,,,,,,,0,25,40,25,10,,,,,,,3.389830508474576
2015Nov,22,11.4,,,,,,,,,,8,45,40,7,,,,,,,2.675227394328518
2015Nov,23,11,,,,,,,,3,15,22,24,19,15,2,,,,,,5.307855626326964
2015Nov,24,11.613847286,,,,,,,,7,10,12,15,20,15,12,5,4,,,,7.530120481927711
2015Nov,29,11.6,,,,,,,,,,,30,50,20,,,,,,,2.6315789473684212
2015Nov,31,11.1,,,,,,,,,5,25,50,15,5,,,,,,,2.9411764705882355
2015Nov,36,10.8,0,0,0,0,0,0,0,0,10,30,20,20,20,0,0,0,0,0,0,4.545454545454546
2015Nov,37,11,,,,,,,,,,28,44,28,,,,,,,,2.853881278538813
2015Nov,39,11.2,,,,,,,,,,15,45,30,10,,,,,,,3.076923076923077
2015Nov,47,11.3,,,,,,,,,,,,,,,,,,,,1
2015Nov,48,11,,,,,,,,,,,,,,,,,,,,1
2015Nov,49,11.3,,,,,,,,,,,,,,,,,,,,1
2015Nov,52,11.5,0,0,0,0,0,0,0,1,2,8,34,39,13,2,1,0,0,0,0,3.424657534246575
2015Nov,54,11.1,,,,,,,,,5,25,45,20,5,,,,,,,3.225806451612903
2015Nov,57,11,,,,,,,,,,,,,,,,,,,,1
2015Nov,61,11.2,,,,,,,,,5,50,45,,,,,,,,,2.197802197802198
2015Nov,68,11.2,,,,,,,,,,15,61,24,0,,,,,,,2.21141088014153
2015Nov,82,11.3,,,,,,,,,,,,,,,,,,,,1
2015Nov,85,11.1306505367,.0000318526,.0003909175,.0038778188,.0293080564,.1688092004,.741173444,2.4811506693,6.3339992735,12.3327832,18.3168782053,20.7529051211,17.9371295238,11.8266699817,5.9480711861,2.2816209632,.6674159683,.1488511923,.0253054976,.0036279281,6.812883214829628
2015Nov,88,11.3,,,,,,,2.5,5,10,20.5,24,20.5,10,5,2.5,,,,,5.955926146515783
2015Nov,89,10.8,,,,,2.5,2.5,7.5,10,17.5,17.5,15,10,7.5,5,2.5,2.5,,,,8.333333333333334
2015Nov,90,11.1,,,,,,,,,,30,50,20,,,,,,,,2.6315789473684212
2015Nov,94,10.7,,,,1,2,3,6,10,14,22,18,14,6,3,1,,,,,7.163323782234958
2015Nov,95,11.0695,0,0,0,0,0,0,2.3,7.8,14.3,22.6,19.5,16.3,11.2,5,1,0,0,0,0,6.334084978084065
2015Nov,96,11,,,,,,,,5,10,25,35,20,5,,,,,,,4.166666666666667
2015Nov,97,11.2,,,,,,,,,,,,,,,,,,,,1
2015Nov,98,11.1,,,,,,,,5,15,20,25,20,10,5,,,,,,5.555555555555555
2015Nov,101,11.15,,,,,,,,,,,,,,,,,,,,1
2015Nov,103,10.8,,,,,,,,,20,45,30,5,,,,,,,,2.985074626865672
2015Nov,105,10.8,0,0,0,0,0,0,0,0,5,50,40,5,0,0,0,0,0,0,0,2.4096385542168677
2015Nov,107,11.1146750165,0,0,.0000000042,.000001124,.0001367511,.0075449307,.1898510609,2.1929176626,11.7047807292,29.0358001193,33.598610017,18.1467357531,4.5629802421,.531448939,.0284867665,.0006980874,.0000077737,.0000000391,.0000000001,4.058113449187119
2015Nov,110,11.3,0,.0000000011,.0000001555,.0000118718,.000516026,.0127994463,.1815932002,1.4772346458,6.9063040271,18.593015178,28.8655814577,25.8600992997,13.366727495,3.9823012483,.6827003403,.0672019764,.0037892685,.0001220958,.0000022665,4.778794667123047
2015Nov,112,11.3,,,,,,,,5,10,20,30,20,10,5,,,,,,5.128205128205129
2015Nov,114,11.6,,,,,,,,,5,5,10,75,5,,,,,,,1.7241379310344827
""
TARGET_PERIOD,FCT_SOURCE,19,T6_5,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5T11_9,F12_0T12_4,F12_5T12_9,F13_0T13_4,F13_5T13_9,F14_0T14_4,F14_5T14_9,F15_0,Volatility
2016Feb,1,10.6,,,,,,,,,20,50,30,,,,,,,,,2.6315789473684212
2016Feb,2,10.9,,,,,,,,4,30,38,20,6,2,,,,,,,3.5714285714285716
2016Feb,4,10.8,,,,,,,2.5,5,10,40,30,10,2.5,,,,,,,3.65296803652968
2016Feb,5,10.8,,,,,,,1,5,35,25,15,11,5,2,1,,,,,4.440497335701599
2016Feb,6,10.5,,,,,,,,5,45,40,10,,,,,,,,,2.6666666666666665
2016Feb,8,10.9,,,,,,,,,19,32,28,16,5,,,,,,,4.0816326530612255
2016Feb,15,11,,,,,,,,5,10,30,30,15,10,,,,,,,4.444444444444445
2016Feb,16,10.8,0,0,0,0,0,1,2,8,18,20,18,13,8,7,3,2,0,0,0,7.0821529745042495
2016Feb,20,10.7,,,,,,,,,30,50,20,,,,,,,,,2.6315789473684212
2016Feb,23,11,,,,,,,,3,15,22,24,19,15,2,,,,,,5.307855626326964
2016Feb,24,10.5,,,,,,8,11,12,15,18,15,12,5,4,,,,,,7.763975155279502
2016Feb,26,11,,,,,,,,,,35,45,10,10,,,,,,,2.898550724637681
2016Feb,31,10.9,,,,,,,,5,25,40,25,5,,,,,,,,3.4482758620689653
2016Feb,36,10.8,,,,,,,,,10,30,20,20,20,,,,,,,4.545454545454546
2016Feb,37,10.8,,,,,,,,,20,50,29,1,,,,,,,,2.6723677177979694
2016Feb,38,11.1,,,,,,,,,,20,60,20,,,,,,,,2.272727272727273
2016Feb,39,10.6,,,,,,,,5,25,35,25,10,,,,,,,,3.8461538461538463
2016Feb,42,11.3,,,,,,,,,,30,50,20,,,,,,,,2.6315789473684212
2016Feb,47,10.9,,,,,,,,,,,,,,,,,,,,1
2016Feb,49,11.5,,,,,,,,,,,,,,,,,,,,1
2016Feb,52,10.4,0,0,0,0,0,1,5,13,38,34,8,1,0,0,0,0,0,0,0,3.496503496503496
2016Feb,54,10.7,,,,,,,5,15,50,25,5,,,,,,,,,2.9411764705882355
2016Feb,59,10.9,,,,,,,,,20,50,30,,,,,,,,,2.6315789473684212
2016Feb,61,10.2,,,,,,,,15,40,40,5,,,,,,,,,2.898550724637681
2016Feb,68,11,,0,0,0,0,0,0,0,5,40,45,10,0,0,0,0,0,0,,2.6666666666666665
2016Feb,82,10.9,,,,,,,,,,,,,,,,,,,,1
2016Feb,85,10.4443739178,.0010348506,.0085042429,.0580850869,.3023732513,1.1999784081,3.6311588745,8.3798337817,14.7504138712,19.8058600654,20.2873929165,15.8527146401,9.4494640556,4.2963356945,1.489771041,.3939102501,.0794041709,.0121999433,.0014283415,.0001365139,6.812883224807464
2016Feb,88,11,,,,,,,2.5,5,10,20.5,24,20.5,10,5,2.5,,,,,5.955926146515783
2016Feb,89,10.6,,,,2.5,2.5,5,7.5,10,17.5,17.5,15,10,7.5,5,,,,,,8.24742268041237
2016Feb,91,10.4,0,0,0,0,0,0,5,25,35,30,5,0,0,0,0,0,0,0,0,3.5714285714285716
2016Feb,94,10.5,,,,1,3,4,8,11,18,20,15,10,6,3,1,,,,,7.65696784073507
2016Feb,95,11.025,0,0,0,0,0,0,2.3,7.8,14.5,26.8,18,14.8,9.8,5,1,0,0,0,0,6.025185274447187
2016Feb,96,10.8,,,,,,,2,10,18,35,25,10,,,,,,,,4.205214465937763
2016Feb,98,11.3,,,,,,,,5,15,20,25,20,10,5,,,,,,5.555555555555555
2016Feb,99,10.7,,,,,,,,,,,,,,,,,,,,1
2016Feb,101,11.2,,,,,,,,,,,,,,,,,,,,1
2016Feb,103,10.7,,,,,,,,,20,45,30,5,,,,,,,,2.985074626865672
2016Feb,105,11,,,,,,,,,10,35,50,5,,,,,,,,2.5974025974025974
2016Feb,107,10.8037292914,0,0,.0000000001,.0000001246,.0000437512,.0053376375,.2287151551,3.4906117781,19.2708658225,39.0082436632,29.14786433,8.0166837136,.8024732206,.0287943067,.0003648814,.0000016129,.0000000025,0,0,3.5464060697255566
2016Feb,108,11.55199,,,,,,,,,.86,12.41,27.18,34.56,20.19,4.8,,,,,,3.970507388756905
2016Feb,110,10.7,0,.0000000001,.0000000439,.0000098664,.0009576078,.0403959155,.7459276575,6.0766289514,22.0038766958,35.6189708076,25.8375083255,8.3850424755,1.2111873088,.0773047674,.0021630958,.0000263419,.0000001388,.0000000003,0,3.953000624421453
2016Feb,112,10.9,,,,,,,5,10,20,30,20,10,5,,,,,,,5.128205128205129
2016Feb,114,11.2,,,,,,,,,5,5,75,10,5,,,,,,,1.7241379310344827
""
TARGET_PERIOD,FCT_SOURCE,19,T6_5,F6_5T6_9,F7_0T7_4,F7_5T7_9,F8_0T8_4,F8_5T8_9,F9_0T9_4,F9_5T9_9,F10_0T10_4,F10_5T10_9,F11_0T11_4,F11_5T11_9,F12_0T12_4,F12_5T12_9,F13_0T13_4,F13_5T13_9,F14_0T14_4,F14_5T14_9,F15_0,Volatility
2016May,4,10.7,,,,,,,2.5,5,15,40,25,10,2.5,,,,,,,3.864734299516908
2016May,6,10.8,,,,,,,,,10,50,35,5,,,,,,,,2.5974025974025974
2016May,14,10.8,,,,,,,,,,,,,,,,,,,,1
2016May,15,10.75,,,,,,,,5,20,45,20,10,,,,,,,,3.389830508474576
2016May,16,10.8,0,0,0,0,0,1,2,8,18,20,18,13,8,7,3,2,0,0,0,7.0821529745042495
